roi_name,roi_colour,  no_roi_pixels,  roi_size[um^2],Dead_Time-mean[%], Dead_Time-median,  Dead_Time-max,  Dead_Time-min,  Dead_Time-total,  Dead_Time-total_content,  Dead_Time-stddev, Dead_Time-stddev_radius2,  abs_ic-mean[], abs_ic-median,  abs_ic-max,  abs_ic-min,  abs_ic-total,  abs_ic-total_content,  abs_ic-stddev, abs_ic-stddev_radius2,  P-mean[ug/cm2], P-median,  P-max,  P-min,  P-total,  P-total_content,  P-stddev, P-stddev_radius2,  S-mean[ug/cm2], S-median,  S-max,  S-min,  S-total,  S-total_content,  S-stddev, S-stddev_radius2,  Cl-mean[ug/cm2], Cl-median,  Cl-max,  Cl-min,  Cl-total,  Cl-total_content,  Cl-stddev, Cl-stddev_radius2,K-mean[ug/cm2], K-median,  K-max,  K-min,  K-total,  K-total_content,  K-stddev, K-stddev_radius2,  Ca-mean[ug/cm2], Ca-median,  Ca-max,  Ca-min,  Ca-total,  Ca-total_content,  Ca-stddev, Ca-stddev_radius2,  Mn-mean[ug/cm2], Mn-median,  Mn-max,  Mn-min,  Mn-total,  Mn-total_content,  Mn-stddev, Mn-stddev_radius2,  Fe-mean[ug/cm2], Fe-median,  Fe-max,  Fe-min,  Fe-total,  Fe-total_content,  Fe-stddev, Fe-stddev_radius2,Cu-mean[ug/cm2], Cu-median,  Cu-max,  Cu-min,  Cu-total,  Cu-total_content,  Cu-stddev, Cu-stddev_radius2,  Zn-mean[ug/cm2], Zn-median,  Zn-max,  Zn-min,  Zn-total,  Zn-total_content,  Zn-stddev, Zn-stddev_radius2,Se-mean[ug/cm2], Se-median,  Se-max,  Se-min,  Se-total,  Se-total_content,  Se-stddev, Se-stddev_radius2,  Br-mean[ug/cm2], Br-median,  Br-max,  Br-min,  Br-total,  Br-total_content,  Br-stddev, Br-stddev_radius2,Pb_L-mean[ug/cm2], Pb_L-median,  Pb_L-max,  Pb_L-min,  Pb_L-total,  Pb_L-total_content,  Pb_L-stddev, Pb_L-stddev_radius2,,
 rois\0070-5.roi.h500, (red),223,5574.98,3.286469,1.5022576,19.387215,-3.4564257,732.88269,183220,3.4531313,3.2434759,0.78253293,0.78248388,0.81335157,0.75072467,174.50484,43626.058,0.012237602,0.011906241,0.33222979,0.098183915,1.8743517,1.83E-06,74.087234,18521.746,0.44158056,0.40962129,0.14135704,0.022210617,1.1930307,0.000158025,31.522629,7880.6275,0.25266915,0.22236383,0.17837413,0.052694652,0.91873413,0.001426609,39.777431,9944.323,0.20513494,0.19331888,0.078839427,0.008205999,0.50789315,0.000201252,17.581192,4395.2827,0.11241776,0.097779313,0.030029618,0.003220684,0.31471905,0.00019713,6.6966052,1674.1453,0.051050469,0.045566823,0.01465922,0.003837285,0.080420904,4.88E-07,3.269007,817.24864,0.019194315,0.017808802,0.087144025,0.082207181,0.26348829,0.000376028,19.433117,4858.2624,0.048356794,0.047014439,0.067556182,0.065135606,0.15102689,0.004229944,15.065025,3766.2439,0.03025193,0.029359263,0.029197169,0.026816929,0.12018491,8.44E-05,6.5109682,1627.7365,0.019989772,0.018378243,0.005667723,0.003548221,0.027603889,3.99E-10,1.2639022,315.97443,0.005590485,0.005205397,0.004384641,0.002923105,0.029967221,6.50E-10,0.97777498,244.44288,0.004986248,0.004544694,0.024354904,0.021976013,0.098143168,3.71E-08,5.4311442,1357.7811,0.018544576,0.017798119,,
 rois\0070-5.roi.h501, (green),428,10700,9.6105186,9.4373465,19.325119,2.5090694,4113.3013,1028321.9,3.1651317,2.3831042,0.76023092,0.75997096,0.79843307,0.724217,325.37881,81344.427,0.013391081,0.012977346,11.587016,10.774195,34.636559,1.2015225,4959.2432,1239806.4,5.4883759,3.8247704,14.898886,12.672034,45.988792,1.6052667,6376.7227,1594175.3,9.1082446,4.5812871,1.9073428,1.7574819,5.5611782,0.055826947,816.34265,204084.98,0.9620701,0.83254276,44.118258,43.630959,82.674835,21.49297,18882.613,4720637.2,12.730306,7.1163276,3.9619289,3.7997169,8.8252077,1.0495971,1695.705,423924.92,1.3254593,1.0597589,0.33591749,0.3247039,0.91807407,0.024276417,143.77271,35943.046,0.13371538,0.11762332,0.30860163,0.29014683,2.0488055,0.036812957,132.08145,33020.26,0.13993304,0.10950007,0.10628088,0.10404318,0.24004053,0.000302801,45.488228,11372.014,0.042243742,0.040242993,0.55572432,0.40256891,5.0995955,0.16703726,237.84996,59462.296,0.52804388,0.34738283,0.008588534,0.006249568,0.044742603,3.62E-15,3.6758928,918.96995,0.008722649,0.008140682,0.094442027,0.089494281,0.23410383,0.000612453,40.421211,10105.262,0.039581912,0.035116573,0.036256489,0.028951861,0.22231306,7.26E-23,15.517767,3879.4308,0.033541252,0.030911056,,
 rois\0070-5.roi.h502, (blue),215,5374.98,7.7631243,7.8053236,15.930271,1.7035067,1669.0713,417266.49,2.2775779,1.992118,0.76668244,0.76702511,0.80168188,0.73071218,164.83673,41209.039,0.014060118,0.013517218,8.3526624,7.8272991,21.616568,0.027570339,1795.8234,448954.06,4.4660137,3.6015153,18.208636,17.108332,39.581223,0.020751456,3914.8562,978710.82,8.7023587,6.1146178,1.4175197,1.2805727,4.858202,0.00122179,304.76682,76191.421,0.83473242,0.68689528,35.776319,35.3801,63.128746,1.0524514,7691.9063,1922970.5,11.761432,7.2080169,3.0510439,2.9208529,9.3852005,0.17733563,655.97461,163993.05,1.3822308,1.0424927,0.21582622,0.20134641,0.48864123,0.001379685,46.402653,11600.619,0.10745964,0.098844924,0.38150317,0.3089053,1.5198652,0.03157622,82.02314,20505.724,0.24062497,0.16676351,0.092698743,0.089674875,0.23845121,0.001885982,19.930225,4982.5402,0.042060068,0.041356861,0.19380286,0.14644119,2.9158342,0.004219181,41.667599,10416.868,0.28764746,0.11828992,0.00698731,0.005197978,0.02876633,3.32E-10,1.5022715,375.56662,0.006704094,0.006403096,0.059563614,0.05514995,0.18182614,0.001968653,12.806181,3201.5332,0.031698954,0.026502628,0.034462122,0.030402167,0.14240044,1.09E-13,7.4093561,1852.3327,0.029462331,0.028353504,,
 rois\0070-5.roi.h503, (turquois),235,5874.98,8.3487111,8.2730055,14.881444,1.8224299,1961.9473,490485.11,2.8941595,1.9674943,0.7615496,0.76063448,0.80126846,0.73507464,178.96426,44740.887,0.012484938,0.011593229,9.7582993,6.5906668,36.25156,0.009589959,2293.1997,573298.13,8.7623807,3.5939121,7.9529311,5.7490277,28.764364,0.012898345,1868.9391,467233.11,6.9978317,2.5464204,1.6284867,1.1972512,7.1422596,0.002724022,382.69446,95673.268,1.3914387,0.6947304,28.847722,24.19566,78.030495,3.3795981,6779.2153,1694797.9,18.240083,4.6769656,3.0458057,2.4537754,8.6069078,0.43396562,715.76465,178940.48,1.9807971,0.78399692,0.32327515,0.31772774,0.82921964,0.015121254,75.969627,18992.351,0.14294697,0.10707716,0.26384442,0.24450964,0.61195785,0.036697503,62.003445,15500.807,0.10469297,0.080013769,0.10262136,0.09240292,0.23628727,0.011482449,24.116028,6028.9846,0.043385152,0.0417406,0.31995962,0.30999193,0.70855331,0.047851514,75.190506,18797.563,0.11790869,0.070014547,0.007873279,0.005615767,0.037927814,8.40E-13,1.850221,462.55354,0.007780118,0.007344416,0.087714827,0.080366768,0.20159556,0.006359062,20.612976,5153.2285,0.0419531,0.030165656,0.040922996,0.032494977,0.20464537,7.91E-17,9.6169024,2404.2178,0.037035286,0.034699266,,
 rois\0070-5.roi.h504, (magenta),2131,53274.8,7.6210521,7.3674917,42.581207,0.19512177,16240.444,4060101.2,3.3052037,2.2227563,0.76534189,0.7652238,0.81786704,0.71902657,1630.9451,407734.46,0.014641298,0.012971233,7.7295466,6.4351535,36.25156,0.004338264,16471.67,4117901.5,6.09128,3.0965044,9.3476024,6.3375983,47.463631,0.006760673,19919.766,4979917.7,8.5163099,3.5269928,1.3702543,1.1569999,7.1422596,0.000555049,2920.0134,730000.39,1.0500378,0.66746025,27.850216,25.625242,82.674835,0.10606816,59348.871,14837150,16.20696,5.2302864,2.6817371,2.4040632,9.3852005,6.33E-05,5714.7798,1428690.4,1.5876639,0.84160863,0.25794602,0.24370961,0.91807407,2.53E-05,549.68243,137420.26,0.14390716,0.10228249,0.25482678,0.22617659,15.747712,0.001375919,543.03656,135758.49,0.36486417,0.11873992,0.096806671,0.09339501,0.60109419,0.000302801,206.2951,51573.572,0.043908474,0.040020317,0.31392309,0.25926918,5.0995955,0.001455811,668.96967,167241.94,0.30871352,0.13790577,0.00783833,0.005539732,0.045278981,3.62E-15,16.703499,4175.8553,0.007798683,0.007319759,0.069439635,0.064452022,0.23410383,1.04E-08,147.97569,36993.835,0.041668734,0.028138087,0.039208185,0.03021265,1.3549086,7.26E-23,83.552567,20888.087,0.059450576,0.036134002,,
 rois\0071-5.roi.h500, (red),740,18500.1,2.3920903,0.19304752,17.705418,-4.8193812,1770.1472,442538.67,3.8671344,3.8327837,0.77855821,0.77802199,0.81888109,0.74060154,576.133,144033.91,0.014014849,0.013611001,0.14459474,0.029524563,1.7017217,1.32E-06,107.00011,26750.146,0.25198938,0.2052858,0.052723214,0.014566846,1.2411691,0.001888355,39.015186,9753.8379,0.12654069,0.094446132,0.10629228,0.013164628,1.1283995,0.000995357,78.656281,19664.159,0.17376324,0.15237901,0.017202033,0.003356725,0.34273359,0.000208159,12.729512,3182.3902,0.041987228,0.030657483,0.017029827,0.002803062,0.31108305,0.000166319,12.602068,3150.532,0.037147543,0.029566917,0.016599338,0.003990611,0.12110628,2.66E-08,12.283511,3070.8912,0.021673863,0.020227472,0.083147694,0.078264937,0.24812306,2.63E-06,61.529308,15382.392,0.045199612,0.043609431,0.065919288,0.06464655,0.17572671,0.000137796,48.780308,12195.122,0.03026985,0.029374487,0.027577001,0.024571322,0.10477737,4.27E-06,20.406979,5101.7679,0.01865224,0.018039168,0.005412197,0.002924221,0.033843383,1.52E-09,4.0050249,1001.2608,0.006168866,0.005794605,0.004476254,0.002449941,0.031582683,1.18E-13,3.3124251,828.11057,0.005318936,0.005005184,0.026175291,0.021151606,0.12280272,5.10E-09,19.369726,4842.4503,0.022744264,0.021917189,,
 rois\0071-5.roi.h501, (green),94,2350.01,25.055932,25.74004,34.014629,8.5205612,2355.2571,588817.08,4.9382799,2.9803375,0.75196493,0.75071228,0.78491616,0.71757925,70.684723,17671.257,0.014031433,0.013662209,32.668245,32.71756,73.942741,4.3192997,3070.8154,767707.28,14.611898,8.9486751,64.689051,61.846809,123.68421,9.4843159,6080.7705,1520199.6,27.713609,14.66728,5.411545,5.2545667,11.442453,0.68951529,508.68524,127171.89,2.1033129,1.9139511,106.22334,110.037,154.78368,32.106628,9984.9922,2496260,27.493567,15.695657,11.901109,11.993608,21.209827,5.0673833,1118.7045,279677.35,2.7194935,2.3647609,0.41675456,0.41515952,0.8339569,0.12609529,39.174919,9793.777,0.13762188,0.13378471,1.2061056,1.1889539,3.0301237,0.21649705,113.37393,28343.612,0.40985623,0.2875738,0.14405442,0.13680035,0.35681534,0.044529404,13.541116,3385.2944,0.057805547,0.0554091,0.47330543,0.43924004,1.0830019,0.12719452,44.490711,11122.729,0.17803703,0.1247764,0.013557757,0.01132574,0.056879733,2.63E-13,1.2744291,318.60875,0.010577993,0.010196704,0.17551132,0.19005834,0.32108974,0.03414249,16.498066,4124.5349,0.061574812,0.053631783,0.17065965,0.13635689,2.9443269,1.12E-11,16.042004,4010.5201,0.30020911,0.16070102,,
 rois\0071-5.roi.h502, (blue),291,7275.03,19.305828,19.283342,35.153111,6.6113472,5617.9976,1404505.3,6.290872,2.5786052,0.74284885,0.74331164,0.78388017,0.70644218,216.16907,54042.497,0.013500238,0.012539072,35.890453,30.653255,98.324654,3.3829226,10444.119,2611042.2,21.70059,8.1875021,42.852039,37.468929,109.38685,6.3123646,12469.943,3117499.9,25.423426,8.2035929,4.8425691,4.8376994,12.047893,0.64674181,1409.188,352298.49,2.155956,1.3994499,108.01457,110.44628,202.08852,35.740681,31432.248,7858095,40.383539,12.483629,6.6712563,6.1041412,14.33986,1.2281542,1941.3362,485336.08,2.6327439,1.8435756,0.34271764,0.33390534,0.79690206,0.078580797,99.730827,24932.82,0.13905736,0.12228501,1.0519655,1.0579565,2.1345825,0.29090738,306.12213,76530.836,0.36059039,0.21855066,0.17237207,0.1704621,0.38535744,0.040616319,50.160267,12540.124,0.067168262,0.061150817,1.3791962,1.3164171,5.0355239,0.49661297,401.34619,100336.98,0.54884357,0.40444618,0.013489693,0.011192461,0.061693687,3.00E-24,3.9255028,981.37958,0.011850746,0.011095446,0.22997839,0.22508074,0.42179576,0.06696897,66.923676,16731.003,0.067188978,0.056465039,0.055652603,0.042286444,0.37906042,3.10E-25,16.194906,4048.7451,0.055221656,0.050190313,,
 rois\0071-5.roi.h503, (turquois),338,8450.04,9.8984854,9.6674023,19.525486,2.5981843,3345.6863,836425.69,2.8914523,2.1473329,0.75045557,0.74839634,0.79442507,0.72388607,253.6541,63413.774,0.013835168,0.012522147,9.9163945,8.4554358,34.635529,0.029560214,3351.7412,837939.01,6.3816549,3.6884738,11.800234,10.604275,32.831673,0.40283442,3988.478,997124.16,6.692439,3.6295683,2.071743,1.9534324,7.3931332,0.002468225,700.24921,175063.05,1.2183532,0.87096403,43.556997,43.515213,92.291428,13.710615,14722.267,3680582.4,16.59171,5.2365453,3.3246131,3.1556346,7.0686498,0.68316084,1123.7196,280931.04,1.2987827,0.98981345,0.21242447,0.19588083,0.55511838,0.02212606,71.799461,17949.946,0.095887429,0.087085138,0.64614616,0.6239121,1.4832338,0.2346919,218.39735,54599.591,0.19470999,0.15352771,0.14389318,0.14270833,0.37444377,0.019680338,48.63588,12159.027,0.053429536,0.05027926,0.84899288,0.79535693,3.7697082,0.37329856,286.95963,71740.214,0.36148851,0.23291025,0.010787671,0.008428985,0.052429892,1.66E-14,3.6462321,911.56216,0.009550019,0.009052092,0.16170429,0.15542245,0.31704888,0.037709504,54.656055,13664.072,0.051511943,0.042336137,0.052038784,0.03117669,3.7014136,1.07E-15,17.589115,4397.2965,0.20296523,0.070157194,,
 rois\0071-5.roi.h504, (magenta),1582,39550.2,14.631176,12.962097,39.816273,0.54965615,23146.523,5786656.3,6.8221927,2.620161,0.75300144,0.75268817,0.80793768,0.70644218,1191.2487,297813.42,0.015649329,0.012608713,24.513842,16.929649,98.324654,0.029560214,38780.938,9695268.5,20.867013,6.6808143,31.256046,20.084753,131.28888,0.057279579,49447.031,12361823,27.049398,7.5110356,3.3972589,2.9267688,14.727804,0.002468225,5374.4604,1343622,2.209044,1.2671696,69.385504,58.148628,202.08852,8.0278845,109767.82,27442092,39.952697,10.911309,6.1486471,5.0487566,25.051395,0.68316084,9727.1592,2431801,3.7171816,1.681313,0.27073748,0.24852088,0.8339569,0.003361334,428.30685,107077.16,0.13671998,0.10507463,0.75143049,0.67313457,3.0301237,0.049293291,1188.7628,297192.11,0.39358391,0.19245347,0.14229711,0.13618679,0.38535744,0.003490864,225.11421,56278.762,0.059171365,0.051464264,0.840891,0.73973662,5.0355239,0.041982148,1330.2892,332573.9,0.50792647,0.26920656,0.011378129,0.009123514,0.061693687,3.00E-24,18.000185,4500.0705,0.010249664,0.009523438,0.16417504,0.15649094,0.42179576,0.005430597,259.7251,64931.523,0.071505779,0.047203444,0.06155021,0.04244937,3.7014136,1.18E-27,97.372429,24343.219,0.13048252,0.056827252,,
 rois\0073-4.roi.h500, (red),378,377.997,2.7555535,0.29575229,17.449135,0.044447184,1041.599,10415.923,4.4078621,4.3885565,0.77896435,0.77874815,0.82596487,0.74087596,294.44855,2944.4658,0.012023553,0.011633281,0.26321439,0.047556132,1.9578652,0.001241267,99.495041,994.9438,0.39316431,0.35318623,0.2308639,0.036388583,1.854584,0.002008528,87.266556,872.65977,0.32588203,0.28310746,0.10135009,0.015592816,0.96311861,0.000703392,38.310322,383.1008,0.16864039,0.14187291,0.30693134,0.28032243,1.4138398,4.82E-06,116.02007,1160.1928,0.23857366,0.20532204,0.29322226,0.23985684,1.01858,4.50E-05,110.83799,1108.3728,0.23016381,0.14487342,0.020305025,0.006080294,0.12940259,1.28E-06,7.6752963,76.752487,0.024356385,0.022543942,0.079760198,0.070718817,0.25552186,0.000162334,30.149355,301.49155,0.049305243,0.043431072,0.053516289,0.049939357,0.13647404,0.000748582,20.229156,202.29023,0.027606957,0.026738086,0.019360204,0.016133763,0.098347597,1.43E-08,7.3181515,73.181086,0.016943945,0.015094797,0.005217147,0.003217568,0.029789768,6.47E-09,1.9720821,19.720684,0.00530203,0.00483668,0.00733709,0.005236576,0.05132008,1.07E-10,2.773421,27.734017,0.00778315,0.00655802,0.031238364,0.02645978,0.15222487,2.95E-08,11.808098,118.08023,0.025625065,0.02354412,,
 rois\0073-4.roi.h501, (green),2614,2613.98,5.3910654,5.2269101,13.601303,0.10052323,14092.237,140921.53,2.2887999,1.9992617,0.76854216,0.7686072,0.81254405,0.726372,2008.9711,20089.561,0.012885987,0.012290375,3.4682831,2.806499,19.529802,0.013439734,9066.0938,90660.328,2.7230341,1.6398072,4.0277788,2.9418559,22.149715,0.009812688,10528.618,105285.45,3.559169,1.5505302,1.8442213,1.591038,7.557436,0.000238041,4820.7974,48207.629,1.2245518,0.754207,15.288509,13.641239,41.937572,4.2548423,39964.227,399639.01,7.4388402,2.4759834,6.3362349,6.0229635,14.965497,0.8727653,16562.916,165628.1,2.900689,1.178048,0.087040639,0.07706739,0.36048919,8.59E-08,227.52397,2275.2274,0.057187253,0.050612785,0.78052321,0.70085025,3.3612678,0.11360723,2040.2888,20402.743,0.38064426,0.23916608,0.077625987,0.073240712,0.25107262,2.79E-05,202.9144,2029.13,0.036683789,0.033831858,0.12923622,0.12371832,0.35467055,0.007576973,337.82394,3378.2126,0.055487536,0.043159892,0.006839645,0.004773699,0.046281345,7.73E-14,17.878826,178.78716,0.006884042,0.00648471,0.060019982,0.05516259,0.21944967,7.81E-08,156.89227,1568.9121,0.034034064,0.025534131,0.10974437,0.096956141,1.0911664,3.09E-10,286.87173,2868.699,0.075735667,0.066069351,,
 rois\0073-4.roi.h502, (blue),5566,5565.96,6.8657333,6.6614208,23.866522,0.76689124,38214.664,382144.17,2.6600209,2.1239916,0.76452824,0.76427525,0.81039131,0.72178066,4255.3589,42553.358,0.013128861,0.012189838,8.8918655,7.9396896,32.413322,0.098077238,49492.195,494917.93,5.1975402,2.8181339,11.284295,10.046459,38.740635,0.1536887,62808.391,628079.66,6.5959294,2.9978706,1.6178672,1.5039347,5.9245706,0.000807197,9005.0303,90049.889,0.8876191,0.7185174,25.912886,25.307898,65.824303,4.522171,144231.22,1442301.6,10.279532,3.4320984,6.4689789,6.2459602,18.197611,0.90126753,36006.418,360060.97,2.4010717,1.298961,0.10121201,0.091908403,0.477516,5.73E-06,563.34705,5633.423,0.06211289,0.05530056,0.21960417,0.20090473,1.6799638,0.000153434,1222.3174,12223.087,0.11903636,0.081978179,0.088734276,0.084482156,0.29629996,1.19E-05,493.89453,4938.9169,0.040489785,0.037434125,0.50207935,0.2959522,9.6345835,0.008212495,2794.5771,27945.55,0.79373908,0.32949139,0.00784825,0.005740879,0.062451832,1.80E-19,43.683353,436.83068,0.007616503,0.007157655,0.06514185,0.061640643,0.30620939,2.49E-07,362.57983,3625.7712,0.033020132,0.02749865,0.076120743,0.065780185,0.53020084,5.56E-17,423.68774,4236.8523,0.057984886,0.051305702,,
 rois\0073-4.roi.h503, (turquois),10117,10116.9,6.2566999,6.0767832,23.866522,0.10052323,63298.891,632986.17,2.592044,2.0664714,0.76597166,0.76591378,0.81254405,0.71695298,7749.332,77492.845,0.01316114,0.012226611,6.7395613,5.4506836,32.413322,0.006131308,68184.227,681836.94,4.960215,2.3639866,8.4581204,6.7111473,38.740635,0.009812688,85570.664,855702.42,6.3898629,2.4326898,1.6544131,1.4838101,7.557436,0.000238041,16737.684,167375.88,1.0166579,0.71779831,21.689537,19.991924,65.824303,3.8494427,219432.88,2194316,10.315984,3.0631276,6.4102272,6.1518421,18.197611,0.8727653,64852.316,648518.43,2.5808371,1.2645801,0.095432332,0.085570984,0.477516,8.59E-08,965.48785,9654.8257,0.060825328,0.053978432,0.41339821,0.28043109,3.3612678,0.000885384,4182.3481,41823.223,0.35619996,0.1360624,0.084684129,0.080385961,0.29629996,1.19E-05,856.75079,8567.4371,0.039376242,0.036095258,0.3455675,0.2063725,9.6345835,0.00146985,3496.1045,34960.835,0.62009811,0.20657369,0.007441571,0.005306913,0.062451832,1.80E-19,75.286308,752.85883,0.007355577,0.00690151,0.062975988,0.058841117,0.30620939,5.88E-09,637.1286,6371.2389,0.033159994,0.026619851,0.088136762,0.075488426,1.0911664,5.56E-17,891.67957,8916.7377,0.067290275,0.056457977,,
 rois\0074-4.roi.h500, (red),864,863.994,3.3716408,1.4168501,18.076485,-2.7599573,2913.0974,29130.785,3.48098,3.3575505,0.77332919,0.77329415,0.81215477,0.60732985,668.15649,6681.5203,0.014334913,0.012912848,0.22219188,0.064667776,2.5201275,6.87E-08,191.97385,1919.7252,0.34203076,0.30103528,0.064313382,0.01585537,0.91361666,0.000691687,55.566738,555.66397,0.1356699,0.099924656,0.17240104,0.030631004,2.0024443,0.000650876,148.95447,1489.5352,0.22909955,0.20828987,0.029660099,0.003847697,0.4106932,1.89E-05,25.626305,256.26157,0.061465261,0.047930906,0.03149912,0.003315117,0.40620658,0.000303806,27.215263,272.15061,0.059162653,0.045024102,0.014341399,0.003298105,0.10855174,1.92E-06,12.390965,123.90887,0.019012673,0.017627301,0.060181251,0.056299109,0.21612346,6.93E-05,51.996586,519.9626,0.038985071,0.037742726,0.049310997,0.047265243,0.14212102,9.86E-05,42.604694,426.04421,0.027594265,0.026641047,0.015008055,0.013993903,0.063633636,2.32E-06,12.966956,129.66874,0.013320431,0.012712345,0.005371635,0.003483347,0.039466716,8.07E-10,4.6410913,46.410625,0.005480428,0.005058134,0.004376069,0.002131225,0.041802965,2.31E-11,3.780921,37.808985,0.005375792,0.004972426,0.02582542,0.021876767,0.16705756,3.93E-10,22.31315,223.13017,0.02051814,0.019320926,,
 rois\0074-4.roi.h501, (green),2571,2570.98,8.587998,8.5950489,45.056679,0.88115931,22079.748,220795.98,2.9175792,1.9856621,0.76262741,0.76242691,0.81232095,0.71187741,1960.7158,19607.022,0.013256679,0.012425915,11.255693,10.099246,35.402351,0.46903756,28938.369,289381.96,6.4609984,3.3218858,16.215722,14.201077,78.408287,0.34194633,41690.656,416903.49,9.9432209,3.6814341,2.865869,2.5845122,9.4518251,0.00068514,7368.1509,73681.01,1.5612168,0.98531529,30.388044,29.542204,70.49601,9.2414112,78127.633,781271.49,10.853561,3.5173685,12.214288,11.844001,27.594334,3.3059163,31402.932,314027.28,3.5691283,1.8753197,0.17827312,0.16811198,1.3319223,0.00095199,458.33997,4583.3719,0.091559951,0.077720128,0.54146861,0.47895953,22.358421,0.041289613,1392.1166,13921.067,0.53013407,0.18651025,0.09578824,0.091172121,0.96161032,7.81E-05,246.27182,2462.6995,0.046672129,0.040691707,0.24843021,0.23909247,0.71602356,0.021544831,638.71375,6387.0988,0.095732336,0.064090567,0.008001464,0.005775266,0.064494789,9.53E-15,20.57176,205.71629,0.007714957,0.007188272,0.097530904,0.09357553,0.26922572,0.004282905,250.75194,2507.5031,0.043969735,0.032566095,0.040738085,0.033182822,0.24125151,2.60E-25,104.7377,1047.3693,0.035640964,0.033381024,,
 rois\0074-4.roi.h502, (blue),2822,2821.98,11.053666,10.843325,30.135935,-158.18715,31193.438,311932.47,4.3760106,2.3102365,0.75549421,0.75508773,0.80404919,0.71251816,2132.0049,21319.91,0.013749169,0.012082229,15.525394,15.03991,41.212395,1.1491344,43812.625,438123.82,5.510049,4.0439011,22.086518,21.592831,57.17313,4.1550159,62328.039,623277.55,6.5976843,4.1945145,2.5362604,2.4399855,7.462851,0.000320027,7157.3262,71572.812,1.1716466,0.95909619,39.67567,40.163445,69.925629,12.348213,111964.85,1119640.2,9.4987984,3.9408529,9.5810652,9.0788288,23.575363,3.2830575,27037.771,270375.93,3.1047841,1.561578,0.18054574,0.17337799,0.54889578,0.00086443,509.4996,5094.9681,0.086457433,0.076791509,0.3821154,0.36864734,1.1963267,0.025296025,1078.3286,10783.228,0.15638529,0.11536287,0.11121598,0.10743854,0.31070876,0.003116584,313.85165,3138.495,0.047252583,0.042612674,0.97359054,0.62171471,11.542848,0.068217792,2747.4719,27474.549,1.0575127,0.61676185,0.00925145,0.006950331,0.062008765,6.30E-31,26.10759,261.07425,0.00892503,0.008303415,0.12716303,0.12493215,0.3229185,0.007172107,358.85431,3588.5177,0.051385925,0.03878507,0.037888191,0.02987537,0.20713711,2.71E-26,106.92046,1069.1979,0.035393586,0.033739288,,
 rois\0074-4.roi.h503, (turquois),7921,7920.95,9.5414823,9.5035076,45.056679,-158.18715,75578.242,755775.88,3.7062173,2.0749299,0.7592761,0.75908774,0.81232095,0.70610988,6014.2344,60141.867,0.013912656,0.012205739,13.260085,12.832996,43.276142,0.004053795,105033.16,1050324.5,6.2681973,3.6919428,19.697276,19.192976,78.408287,0.34194633,156021.97,1560211,9.3670536,4.1623415,2.5905068,2.361414,10.344595,0.000225959,20519.402,205192.7,1.433335,0.95556949,34.092931,34.830219,70.49601,5.4320774,270050.47,2700483.4,11.863102,3.7064056,10.610885,10.165866,27.594334,3.2830575,84048.781,840482.68,3.4505325,1.7003702,0.17775567,0.16849992,1.3319223,0.00086443,1408.0042,14079.935,0.088762736,0.077409552,0.42020277,0.38112167,22.358421,0.002501638,3328.4297,33284.044,0.33797697,0.13424834,0.10351963,0.099125281,0.96161032,7.81E-05,819.97876,8199.7361,0.046996825,0.040962811,0.56062566,0.3435404,11.542848,0.015517266,4440.7158,44406.869,0.76486223,0.29812937,0.00855129,0.006298279,0.064494789,6.30E-31,67.734528,677.34324,0.008291193,0.007692661,0.10966869,0.10563387,0.3229185,0.000307279,868.6861,8686.8001,0.050183505,0.034956935,0.038822523,0.031625826,0.39576733,2.71E-26,307.51279,3075.1119,0.035222363,0.033180893,,
 rois\0075-4.roi.h500, (red),405,405,3.6853029,1.9280612,19.553303,-1.324439,1492.5481,14925.468,3.2643384,3.2000258,0.77301408,0.77348071,0.81759191,0.73568636,313.07062,3130.7051,0.013243968,0.01299772,0.22056521,0.063521728,2.1853313,3.64E-07,89.328888,893.28854,0.34155204,0.28828593,0.11572925,0.020278219,1.2028717,0.002711667,46.870323,468.7032,0.217073,0.17455648,0.16802652,0.028215276,1.2551521,0.000917451,68.050728,680.50701,0.22459373,0.20868622,0.076567782,0.005712038,0.75177419,5.62E-05,31.009956,310.09933,0.11783174,0.081592764,0.038122573,0.003552177,0.40112707,7.94E-05,15.439644,154.39633,0.064823507,0.048692195,0.017287854,0.004995251,0.10608246,9.75E-07,7.0015821,70.015766,0.02155063,0.020510894,0.083279788,0.080805026,0.25143149,0.000296751,33.72831,337.28294,0.045143659,0.043556843,0.06705383,0.064614967,0.18485132,0.000168999,27.156818,271.56785,0.033146181,0.031954542,0.03022438,0.027756194,0.11753759,1.56E-05,12.240871,122.40866,0.019975974,0.019193831,0.005546977,0.003020078,0.030856133,3.93E-10,2.2465248,22.465242,0.005939066,0.005601877,0.004725888,0.002615277,0.026337305,9.00E-11,1.9139847,19.139836,0.005299275,0.004953866,0.030534372,0.025156284,0.17425989,1.29E-09,12.36642,123.66413,0.024886156,0.023270993,,
