,roi_name,roi_colour,  no_roi_pixels,  roi_size[um^2], Dead_Time-mean[%], Dead_Time-median,  Dead_Time-max,  Dead_Time-min,  Dead_Time-total,  Dead_Time-total_content,  Dead_Time-stddev, Dead_Time-stddev_radius2,  abs_ic-mean[], abs_ic-median,  abs_ic-max,  abs_ic-min,  abs_ic-total,  abs_ic-total_content,  abs_ic-stddev, abs_ic-stddev_radius2,  P-mean[ug/cm2], P-median,  P-max,  P-min,  P-total,  P-total_content,  P-stddev, P-stddev_radius2,  S-mean[ug/cm2], S-median,  S-max,  S-min,  S-total,  S-total_content,  S-stddev, S-stddev_radius2,  Cl-mean[ug/cm2], Cl-median,  Cl-max,  Cl-min,  Cl-total,  Cl-total_content,  Cl-stddev, Cl-stddev_radius2,K-mean[ug/cm2], K-median,  K-max,  K-min,  K-total,  K-total_content,  K-stddev, K-stddev_radius2,  Ca-mean[ug/cm2], Ca-median,  Ca-max,  Ca-min,  Ca-total,  Ca-total_content,  Ca-stddev, Ca-stddev_radius2,  Mn-mean[ug/cm2], Mn-median,  Mn-max,  Mn-min,  Mn-total,  Mn-total_content,  Mn-stddev, Mn-stddev_radius2,  Fe-mean[ug/cm2], Fe-median,  Fe-max,  Fe-min,  Fe-total,  Fe-total_content,  Fe-stddev, Fe-stddev_radius2,  Cu-mean[ug/cm2], Cu-median,  Cu-max,  Cu-min,  Cu-total,  Cu-total_content,  Cu-stddev, Cu-stddev_radius2,  Zn-mean[ug/cm2], Zn-median,  Zn-max,  Zn-min,  Zn-total,  Zn-total_content,  Zn-stddev, Zn-stddev_radius2,  Se-mean[ug/cm2], Se-median,  Se-max,  Se-min,  Se-total,  Se-total_content,  Se-stddev, Se-stddev_radius2,  Br-mean[ug/cm2], Br-median,  Br-max,  Br-min,  Br-total,  Br-total_content,  Br-stddev, Br-stddev_radius2,Pb_L-mean[ug/cm2], Pb_L-median,  Pb_L-max,  Pb_L-min,  Pb_L-total,  Pb_L-total_content,  Pb_L-stddev, Pb_L-stddev_radius2,Unnamed: 116,Unnamed: 117,sample_num,lead_no_background,potassium_no_background,adjusted_lead
166, rois\0056-4.roi.h501, (green),665,664.999,59.122639,62.932705,99.986748,6.033206,39316.57,393164.68,28.280069,15.517027,0.93471632,0.93801272,0.9981516,0.8277778,621.58618,6215.8498,0.027196422,0.019185579,22.309736,6.7234449,2061.854,0.010898941,14835.98,148359.42,88.877129,29.230062,23.361063,18.525169,328.97009,0.024883091,15535.107,155350.72,25.173465,16.781979,8.7526734,5.2295518,473.82413,9.02e-05,5820.5278,58205.15,20.929701,7.7491155,4.0496282,3.1589937,167.96577,0.00239549,2693.0024,26929.968,7.7453071,2.970381,4.2408933,3.2499905,133.83185,1.9e-07,2820.1934,28201.878,7.606762,2.8746106,1.8322541,0.40254077,79.698242,2.98e-05,1218.449,12184.463,6.2569324,2.3350492,4.3251429,2.6358311,103.01297,7.06e-07,2876.2183,28762.137,7.081581,3.6848163,1.7059039,0.62480783,88.568512,0.00828653,1134.4264,11344.236,5.7885421,2.1415562,2.4748865,0.47641271,158.91293,0.007644282,1645.7988,16457.959,8.5096923,3.3277637,1.5016093,0.32448092,32.47665,8.62e-08,998.57019,9985.6801,3.6466592,1.6959542,1.1192886,0.14764337,17.791336,5.79e-12,744.32678,7443.253,2.1411401,1.3172694,63.591421,53.078209,242.59853,0.42097858,42288.27,422882.02,46.918703,36.916623,,,0056,63.550375677,3.91070604,16.25035863779728
167, rois\0056-4.roi.h502, (blue),2450,2449.99,11.570533,10.215574,81.971474,2.118212,28347.854,283477.44,6.7721549,3.3970553,0.94016367,0.94066316,0.98731881,0.88450432,2303.3984,23033.959,0.014658737,0.012547034,4.280968,4.1040411,15.591073,0.016281459,10488.366,104883.49,2.1717416,1.9293668,5.2932623,4.8196135,56.498756,0.020882474,12968.47,129684.64,3.4672975,2.0764551,0.9868011,0.86623967,7.9025526,1.96e-11,2417.6614,24176.574,0.72479827,0.5761535,22.770485,20.833206,48.89114,6.5883002,55787.703,557875.65,7.8489269,2.6835696,6.0520797,5.8476334,18.376951,2.0867193,14827.599,148275.63,1.8396226,1.0682346,0.22444382,0.20569351,0.84209162,1.08e-05,549.88763,5498.8614,0.12414248,0.093787456,1.1183364,0.41930705,32.651463,0.053243678,2739.9246,27399.181,2.2644081,0.66372737,0.26596856,0.25446245,0.77155703,0.040060952,651.62433,6516.2155,0.10873155,0.07404914,0.58201338,0.52157772,6.9840674,0.13176858,1425.9337,14259.297,0.34341678,0.16944128,0.014909272,0.010776899,0.34085977,6.44e-15,36.527706,365.27635,0.020054471,0.01347103,0.089035548,0.081554182,0.70774853,0.001114418,218.13722,2181.3661,0.046845406,0.033364118,3.2050799,0.59721982,111.79097,7.57e-06,7852.4575,78524.286,8.6654183,3.421897,,,0056,3.164034577,22.63156284,0.1398062784867755
170, rois\0057-2.roi.h501, (green),3696,3695.96,68.127302,70.18367,99.990051,7.9755902,251798.33,2517959.5,20.998457,12.74729,0.91269349,0.91518742,0.97971267,0.76526225,3373.3171,33732.808,0.025864808,0.017464281,20.696894,9.1601658,2652.4153,1.3e-21,76495.742,764949.42,56.43033,19.124853,21.50273,13.499082,852.84827,7.89e-22,79474.031,794732.81,27.566819,13.937047,11.542616,5.9630156,289.31982,5.4e-22,42661.453,426610.74,17.009875,9.0544318,15.874966,9.7899151,107.53939,2.33e-22,58673.926,586732.79,15.6975,7.6523103,6.6157951,4.050087,48.734661,1.4100000000000001e-22,24451.973,244517.3,6.9609388,3.5041455,1.7826149,0.66875631,187.31888,4.9499999999999994e-23,6588.5522,65884.778,4.9475321,1.8849383,5.8903441,3.5897067,132.74294,3.85e-23,21770.736,217704.9,6.7540307,3.4511144,1.579686,0.69355911,75.751411,2.39e-23,5838.5264,58384.601,4.4429257,1.7772567,2.4199601,0.45439205,77.632576,1.8899999999999997e-23,8944.1787,89440.814,6.4732063,3.0108107,1.4918071,0.48332462,38.85939,1.49e-23,5513.7197,55136.629,3.2280796,1.605279,1.2414038,0.34916323,22.70631,1.43e-23,4588.2285,45881.816,1.9791923,1.2854111,79.008128,69.856079,284.25589,4.2999999999999994e-23,292013.72,2920110.7,46.058953,37.28243,,,0057,78.78517177,15.72197223,5.011150676100641
172, rois\0058-2.roi.h501, (green),1440,1439.99,13.26715,11.825734,68.511757,4.2608619,19104.697,191045.73,6.0122626,2.8256649,0.9330857,0.93287265,0.97490704,0.89308172,1343.6429,13436.348,0.013952276,0.012786418,5.320853,5.0414467,15.643007,0.021694411,7662.0313,76619.79,2.5611586,2.1522739,7.5719496,6.816556,53.401638,0.24405795,10903.61,109035.37,4.07727,2.4416201,2.0552873,1.9266653,10.664315,0.021365784,2959.6123,29595.947,1.0296292,0.8648206,33.299405,32.593067,61.681789,15.150535,47951.086,479508.34,7.8599264,3.6142646,6.2861653,6.1641226,13.695427,1.706634,9052.0771,90520.197,1.7598653,1.1690854,0.20676701,0.19078399,0.93982935,0.000137459,297.7442,2977.4257,0.10737152,0.089945051,2.5307379,0.72795784,48.892776,0.1836573,3644.2632,36442.39,5.8211357,1.2653694,0.2165146,0.20654196,0.64311409,0.041155238,311.78113,3117.7901,0.082023337,0.068581088,0.56875666,0.38390997,8.6789331,0.033518746,819.00909,8190.0431,0.6469825,0.35648114,0.013559374,0.009868369,0.28961933,5.97e-15,19.525486,195.25373,0.016728083,0.011553679,0.075110684,0.070628017,0.24244992,4.15e-06,108.15942,1081.5869,0.036091934,0.031009353,2.2534431,0.43567601,84.732361,2.75e-08,3244.9612,32449.372,6.9430736,1.9346615,,,0058,0.7828358000000002,32.95953357,0.023751422280822047
173, rois\0058-2.roi.h502, (blue),616,615.996,44.870654,42.439812,96.730843,7.8827324,27640.318,276401.45,18.253554,9.8218534,0.9087096,0.90900981,0.96197712,0.85086823,559.76489,5597.6151,0.016720257,0.014006746,9.3408847,6.9727287,122.1133,0.054627344,5753.9839,57539.479,10.057893,6.006613,11.416247,9.3216524,74.474129,1.2475284,7032.4087,70323.628,7.8115787,5.2423597,5.0439999,3.8053119,68.421242,0.25186166,3107.1021,31070.839,5.5072162,3.0659283,38.760064,40.291759,68.223297,2.5476558,23876.205,238760.45,11.901183,7.5781031,9.7827642,9.5982265,25.040201,0.39169604,6026.1846,60261.439,4.1451878,2.552988,2.7117232,0.56221241,78.891296,4.29e-06,1670.421,16704.108,8.4789278,3.4739456,32.012231,25.705256,104.4251,1.5698036,19719.533,197194.07,21.756764,12.239478,0.45975955,0.42372015,3.6009822,0.050684392,283.21173,2832.1006,0.25587874,0.1648499,1.0871369,0.88822967,5.6425009,0.23730475,669.67633,6696.7204,0.72664148,0.45920022,0.12189047,0.043855801,2.8362539,4.3e-11,75.084534,750.84044,0.22750436,0.11224261,0.26666042,0.13647769,5.725553,8.11e-07,164.26286,1642.6176,0.56080295,0.25243596,27.598569,20.010143,123.59646,1.3363987,17000.717,170006.09,23.470337,14.890722,,,0058,26.1279617,38.42019257,0.6800580619786311
176, rois\0059-3.roi.h501, (green),306,27.5406,41.344694,40.550865,61.028046,30.112225,12651.479,11386.589,5.7159491,3.0474055,0.81985998,0.81965643,0.85687727,0.77712029,250.87715,225.79459,0.013301732,0.012088264,26.004772,25.894815,45.831753,11.061087,7957.458,7161.8777,6.6582198,6.2394894,35.631693,33.893753,76.726997,16.86792,10903.299,9813.1922,8.9758141,7.1199393,11.192722,10.819306,23.815134,4.6058946,3424.9724,3082.5459,2.9995559,2.8353647,234.96014,234.23476,284.4368,167.21883,71897.805,64709.5,18.59922,16.99654,11.719182,11.888948,20.231129,2.8056979,3586.0684,3227.5365,3.1797101,2.7582931,0.80275923,0.77349627,1.5586666,0.048477899,245.64433,221.08494,0.28256441,0.24925553,17.372652,17.233021,39.541748,3.7389045,5316.0308,4784.5377,5.1068257,2.4247165,0.85983956,0.83339548,1.514793,0.44635454,263.11084,236.80522,0.18606931,0.17445948,3.4154885,2.8678887,11.705949,1.719115,1045.1395,940.64699,1.5204016,0.7417542,0.049090784,0.040186759,0.24238858,1.86e-18,15.021782,13.519911,0.041384363,0.033139525,0.7894412,0.77777588,1.1736538,0.48074475,241.569,217.41707,0.14714208,0.14079189,16.379325,11.102646,68.77861,1.7908062,5012.0728,4510.969,14.599694,6.9293079,,,0059,15.215790700000001,-21.037939999999992,0.0
177, rois\0059-3.roi.h502, (blue),5031,452.8,34.072795,33.144295,85.885765,24.59721,171420.41,154281.73,4.7713853,2.2060468,0.82253475,0.82265556,0.87046123,0.77263582,4138.1646,3724.44,0.013496873,0.011696383,28.22103,27.755762,75.878578,8.192852,141980.05,127784.91,7.4010015,6.4549193,33.445259,32.726379,77.424065,11.124268,168263.11,151440.24,7.2888003,5.8482962,11.167332,10.880356,245.44267,2.8491743,56182.855,50565.718,5.5341396,2.7771449,250.55582,250.07947,359.19199,30.888668,1260545.1,1134517.6,26.6967,17.546473,12.270481,11.768671,80.036644,0.15281506,61732.703,55560.779,4.1191482,2.4336033,0.69898649,0.67381936,2.8095837,0.048477899,3516.6023,3165.0131,0.25252318,0.20589072,4.5204576,2.7665689,41.943089,0.64349234,22742.42,20468.647,4.6557742,0.77688626,0.78989902,0.77810681,4.4392185,0.31637016,3973.9817,3576.6653,0.18029154,0.15630657,3.2689208,2.9251852,12.912958,1.4527292,16445.939,14801.684,1.19181,0.63742767,0.036429762,0.029656388,1.8077182,3.0299999999999997e-30,183.27847,164.95408,0.050644554,0.025747964,0.82514854,0.81376314,5.8528814,0.39132079,4151.3208,3736.2753,0.17803967,0.13653846,3.7268127,1.3125389,94.228645,1.19e-10,18749.598,16875.02,8.5663409,1.7959684,,,0059,2.5632783999999997,-5.442259999999976,0.0
179, rois\0060-4.roi.h501, (green),466,41.94,46.394276,43.750198,98.164314,7.9173031,21619.727,19457.771,24.149737,10.003237,0.90020755,0.9012605,0.94294292,0.83350253,419.49664,377.54727,0.019560633,0.014824148,16.648955,6.8501539,161.48463,0.56862605,7758.4126,6982.5758,25.954026,12.655679,27.006578,21.766348,98.88427,1.6608227,12585.061,11326.565,19.26105,10.964646,7.225549,4.5409546,77.633606,0.17341281,3367.1038,3030.3971,7.9162872,3.7912851,13.884043,13.689404,29.194775,2.4e-05,6469.9639,5822.9712,6.6575979,3.2092908,7.9875115,8.411828,16.057589,0.28069314,3722.1802,3349.9644,2.9296552,1.992159,1.0359979,0.41862553,26.673014,0.000287383,482.77521,434.49776,2.0987954,0.92584588,6.3028322,2.9649112,91.696281,0.31619337,2937.1194,2643.4094,9.5723261,3.2774459,0.84240854,0.38349774,67.687874,0.034052968,392.5621,353.30635,3.9616045,0.85276774,1.4577832,0.6505177,49.154308,0.19985779,679.32715,611.39465,4.0476576,1.140165,1.0619408,0.10877462,48.663345,2.24e-13,494.8642,445.37824,4.191668,1.077033,0.68146909,0.13309759,24.506977,8.87e-05,317.56445,285.80831,1.9218095,0.72731819,61.089477,51.895626,233.54349,3.1835928,28467.701,25620.942,44.338687,23.500394,,,0060,58.6223258,-5.6013259999999985,0.0
180, rois\0060-4.roi.h502, (blue),760,68.4,12.6969,10.551423,56.988628,2.8728127,9649.6445,8684.6853,7.4377971,3.6395186,0.88631215,0.88645422,0.93370163,0.82946634,673.59711,606.23793,0.01490989,0.013500377,7.298025,7.062088,22.676762,0.2208222,5546.5015,4991.8525,3.2705704,2.7439329,11.832567,10.021817,43.328465,2.2355883,8992.7559,8093.4816,6.6401926,3.6509536,1.7345941,1.3983548,10.421117,0.019515933,1318.2914,1186.4632,1.3016511,0.89292113,25.011003,24.314219,57.902721,11.712701,19008.365,17107.538,7.2523669,3.157878,11.406341,11.308343,26.720764,5.4529948,8668.8154,7801.9426,2.8670852,1.6266277,0.35347252,0.3437537,0.95111448,0.000881634,268.63898,241.77537,0.14618926,0.11685149,0.4764662,0.38821045,3.5099225,0.032930829,362.11414,325.90311,0.35613785,0.17002719,0.28617098,0.27682069,1.0029501,0.076186627,217.49017,195.74108,0.090852586,0.080500393,0.66909207,0.49887678,5.6738153,0.11603299,508.51001,457.65929,0.61788046,0.22132613,0.021238819,0.015287095,0.2347431,1.63e-12,16.141497,14.527362,0.025501238,0.016348584,0.073591071,0.069182925,0.29098946,1.34e-15,55.929214,50.336327,0.039380505,0.032963691,8.414218,1.9530705,91.842064,0.57810795,6394.8027,5755.3291,13.815333,4.6073409,,,0060,5.9470668,5.525634,1.0762686779471822
183, rois\0061-4.roi.h501, (green),384,34.5608,35.171814,33.798759,74.940552,15.884787,13505.975,12155.656,10.675392,5.5131315,0.87998001,0.88068181,0.91074681,0.83853006,337.91251,304.12802,0.013835098,0.012752575,3.4621388,2.8940988,38.182194,0.016125552,1329.4614,1196.5424,3.2976091,2.330187,6.5662272,5.6291804,24.159859,0.21089247,2521.4321,2269.3398,4.0992871,2.5199046,2.1104285,1.8727584,10.626844,0.052819502,810.40491,729.38069,1.4695095,1.0606865,13.478378,12.953819,28.876633,3.9901745,5175.6963,4658.2335,4.5656348,2.4235533,5.1784271,4.9981279,10.217395,1.8457241,1988.5161,1789.7052,1.602615,1.1235289,0.3557508,0.32827026,2.2147524,0.013492269,136.60834,122.95028,0.19192032,0.15448903,8.2078386,6.5722332,24.889389,1.4302379,3151.8101,2836.6936,4.5375636,1.8668812,0.5953166,0.57746017,1.3225949,0.09363661,228.60149,205.7461,0.18677931,0.14546735,0.20671853,0.19220121,1.3815194,0.042162597,79.379974,71.44355,0.10627338,0.075486658,0.1199663,0.084212765,0.8058275,1e-09,46.06702,41.461297,0.12164064,0.066644908,0.13331783,0.10584512,1.5554101,0.004050306,51.194069,46.075691,0.12083682,0.068275469,64.713713,56.418701,173.81401,19.560266,24850.063,22365.569,35.931308,17.342929,,,0061,38.504778,-11.70788,0.0
184, rois\0061-4.roi.h502, (blue),209,18.8104,82.44862,84.007393,95.817528,53.361519,17231.758,15508.94,8.7847992,4.4301989,0.82475666,0.8244198,0.87499994,0.77016574,172.37415,155.14028,0.018543268,0.013662272,38.005995,23.412085,322.66409,0.56109065,7943.2529,7149.0912,39.797532,27.05934,36.251151,29.587574,136.74071,2.7951343,7576.4912,6818.9975,25.18246,20.096714,24.908531,20.027073,93.666183,1.5195094,5205.8833,4685.4019,19.080896,15.502006,17.834805,14.282417,80.70433,0.26120973,3727.4741,3354.8036,13.585914,9.7493724,11.202281,6.8425727,44.760101,0.014336274,2341.2764,2107.1974,10.299623,5.8790636,4.6225341,2.1338828,23.074583,0.17603856,966.10938,869.51857,5.2745736,3.8857399,8.5985861,5.5865846,30.671568,0.56676763,1797.1045,1617.4311,6.836409,4.5760415,3.2983741,0.9553929,81.156654,0.024913464,689.36041,620.43836,8.431463,3.4124317,6.8020911,1.6450504,78.451012,0.26804024,1421.6368,1279.5026,12.811655,6.2650594,6.5876129,2.2940087,54.249817,0.14514366,1376.8114,1239.1583,9.6483129,5.4295676,3.3351678,1.66603,32.179543,0.025822189,697.04993,627.35942,4.3347615,2.8724877,109.00747,83.013,316.32199,21.332174,22782.563,20504.774,69.154783,48.842278,,,0061,82.798535,-7.351452999999999,0.0
187, rois\0062-3.roi.h501, (green),861,77.4914,22.073487,18.3505,77.500145,3.2580137,19005.271,17105.065,12.682399,4.9064526,0.87516443,0.87552297,0.92164183,0.83012456,753.51642,678.17759,0.013929421,0.013114586,6.8210075,6.2233386,32.230385,0.26103848,5872.8936,5285.6975,3.4899562,3.027055,17.224039,14.563803,56.788559,3.1266892,14829.89,13347.157,9.5999031,4.8612228,3.4953514,3.085844,11.437679,0.10492583,3009.4971,2708.5984,1.9024628,1.3725899,33.660915,33.469479,59.517185,10.235084,28982.033,26084.33,5.4980365,3.717671,6.7202359,6.4785528,14.617347,1.8080676,5786.1191,5207.6081,1.8486848,1.2580188,0.25058077,0.23867527,1.3147715,0.003506312,215.74997,194.17867,0.12861738,0.11269803,4.8417409,4.6696696,15.184788,0.50934058,4168.7383,3751.9351,2.7781572,1.0620169,0.2469167,0.24092916,0.70455676,0.046692558,212.59531,191.33932,0.085048335,0.077266873,0.5180105,0.4261643,3.9324503,0.1177127,446.00717,401.41384,0.39275184,0.17658818,0.046997008,0.025173075,0.68170148,4.48e-13,40.464401,36.418662,0.072321119,0.029650237,0.10078203,0.088242739,0.83907425,0.00302253,86.773399,78.097457,0.067099551,0.045392199,24.884531,16.055029,129.49081,0.37986746,21425.57,19283.383,26.574467,8.8338623,,,0062,24.13762534,2.8256710000000034,8.542263179259004
188, rois\0062-3.roi.h502, (blue),21815,1963.39,11.983306,9.1605663,88.053978,-165.71832,261415.48,235278.63,9.4046508,2.6555463,0.87826899,0.87819856,0.92965776,0.80707395,19159.371,17243.816,0.014220839,0.013027871,5.5204736,4.9833717,135.53874,0.00226872,120428.77,108388.24,4.0606741,2.4712847,9.2584821,7.9262958,74.215714,0.062559843,201974.02,181779.8,6.5693463,2.7591644,2.3874539,2.0399387,43.331608,1.47e-05,52082.086,46874.949,1.7401543,1.0096912,31.258317,31.429495,136.69273,0.16484511,681901.25,613721.61,8.7560159,3.4297723,7.3971575,6.7472954,35.011669,0.54453605,161368.77,145234.8,2.9689897,1.265014,0.2595101,0.21936208,27.658455,1.22e-10,5661.2305,5095.1866,0.4684131,0.12421534,4.0212878,1.0486782,98.554695,0.11301371,87724.117,78953.426,8.6967596,1.066388,0.2239693,0.21187198,1.9569597,0.010350797,4885.8887,4397.3833,0.095488797,0.06973529,0.46409032,0.32320487,8.4633923,0.00025202,10124.116,9111.8871,0.56749501,0.16824684,0.020911176,0.011111282,5.5363302,8.050000000000001e-21,456.17703,410.56724,0.077430005,0.015981306,0.077513551,0.068415426,8.7563229,6.59e-13,1690.9607,1521.8907,0.12766083,0.036306683,5.3222744,0.65835083,214.62338,1.29e-06,116105.53,104496.82,14.838888,2.2207913,,,0062,4.57536874,0.42307300000000225,10.814608211821543
190, rois\0063-4.roi.h501, (green),6318,568.612,6.5394622,6.4256725,15.948952,0.24442077,41316.348,37184.163,2.1284103,1.9200528,0.87638227,0.87635386,0.92904443,0.82909089,5536.9761,4983.2142,0.014050458,0.012941462,3.4562738,3.1947477,17.103182,0.006451138,21836.742,19652.786,2.0671711,1.815257,5.982591,5.4728479,19.609674,0.025036795,37798.074,34017.727,3.1122883,1.933131,1.0553936,0.97544211,4.0528636,6.69e-09,6667.9829,6001.0943,0.64521375,0.59220608,24.645507,25.442354,96.688583,0.85878992,155710.06,140137.29,8.512461,2.8916119,6.4115169,6.4615955,20.638475,0.40825468,40507.906,36456.651,2.0739458,1.1400122,0.21562396,0.20569088,0.69826096,3e-07,1362.3107,1226.0636,0.11021298,0.094434573,0.51854888,0.44361478,4.7182498,0.001690395,3276.1924,2948.5309,0.31177459,0.14798503,0.23319342,0.22929624,0.92327899,0.017285414,1473.3184,1325.9656,0.086227951,0.070035916,0.2667321,0.25376108,4.7985477,0.002852342,1685.2135,1516.6706,0.17044584,0.076845074,0.011879683,0.009264973,0.07605961,3.99e-15,75.055779,67.549297,0.01050335,0.009978211,0.16269138,0.15917836,0.69197387,0.000229898,1027.885,925.08262,0.065839733,0.046984237,0.43315116,0.38133091,1.7423935,3.53e-10,2736.6555,2462.9492,0.26666748,0.15018314,,,0063,0.373010066,23.90327319,0.015604978574902862
191, rois\0063-4.roi.h502, (blue),807,72.629,25.797205,20.83453,81.607658,3.5466433,20818.35,18736.245,16.098075,5.081253,0.86447395,0.86526948,0.91862571,0.80664295,697.63043,627.85857,0.015818456,0.013501333,4.6882135,3.5616214,91.877754,0.00610883,3783.3882,3405.0014,6.3231498,2.7175316,10.742321,6.5498242,59.451725,0.55004728,8669.0537,7802.0376,10.737872,3.9559651,2.7415454,1.943735,23.816038,0.033194263,2212.429,1991.1563,2.5558479,1.2213776,22.257021,22.342714,39.503967,2.9074836,17961.404,16165.046,5.1271214,3.1819486,6.7997259,6.7287765,13.960003,1.603971,5487.3809,4938.5712,1.8159298,1.3754055,0.37468297,0.29033607,8.284193,8.43e-20,302.36902,272.1284,0.44754757,0.19910609,13.537481,13.662302,41.462662,1.2139528,10924.746,9832.134,7.7452165,3.4715298,0.32725606,0.31922838,0.92487478,0.085445479,264.09567,237.68272,0.11486726,0.093358533,0.33287675,0.30908725,2.3643377,0.059154987,268.63144,241.76497,0.16082925,0.098814062,0.074313712,0.025548194,0.91317856,9.91e-12,59.971146,53.973287,0.13270027,0.037979511,0.19894786,0.16120991,2.0900507,0.016777799,160.55093,144.49379,0.16266331,0.076334765,32.605024,11.469053,207.64722,1.4028648,26312.262,23680.695,40.220986,11.065677,,,0063,32.544882906,21.514787190000003,1.512675101946941
194, rois\0064-3.roi.h501, (green),685,61.6493,50.41652,48.872356,99.24897,11.596423,34535.301,31081.441,21.778999,8.5295606,0.85652948,0.85894746,0.91799998,0.7572428,586.72253,528.04459,0.024260488,0.016247969,17.980136,8.0876503,318.38605,0.030309668,12316.393,11084.631,27.553968,13.405749,29.818551,23.283186,115.50626,0.75592244,20425.699,18382.934,22.668089,13.438634,11.348044,7.626987,88.625702,0.38930663,7773.4131,6995.992,11.592608,6.0696352,31.156828,33.385227,68.418922,0.22809434,21342.412,19207.972,14.402999,8.2864056,11.492639,11.495324,225.85786,0.2716333,7872.458,7085.1339,9.5351483,4.1928307,1.2016833,0.47405326,28.538227,0.025723083,823.15302,740.82959,2.8182227,1.108653,5.2665381,2.7933605,48.606583,0.26706687,3607.5757,3246.7849,6.0991733,2.509908,0.8375181,0.25102663,72.0233,0.009696313,573.6994,516.3242,4.0034969,1.0623441,1.4580785,0.46362779,70.184944,0.12114959,998.78369,898.89546,4.4536791,1.380937,1.2133647,0.19654097,35.371555,3.46e-11,831.15491,748.03107,3.799282,1.3000499,0.95720011,0.10971271,35.922482,2.54e-08,655.68237,590.10734,2.9784487,1.0509903,85.98275,77.138985,303.60364,2.9101629,58898.18,53007.779,57.265218,32.176596,,,0064,73.81985,-6.786488000000002,0.0
195, rois\0064-3.roi.h502, (blue),7274,654.653,26.7599,20.429695,99.24897,4.0480733,194651.42,175184.42,17.649569,5.3229591,0.86706779,0.8680352,0.92213887,0.7572428,6307.0444,5676.2833,0.017258195,0.013418871,7.6170818,5.4547687,318.38605,0.007498956,55406.621,49865.437,11.774914,4.5312102,14.436831,8.1610308,115.50626,0.019237313,105013.86,94511.112,15.48825,5.8427943,4.319006,2.8352337,88.625702,0.000901193,31416.502,28274.492,5.3592253,1.9730067,39.873265,39.741924,106.83873,0.22809434,290038.28,261031.43,15.249441,5.2741898,11.754642,11.585418,225.85786,0.2716333,85503.203,76952.091,4.9559047,2.1338018,0.46998267,0.35840756,28.538227,3.33e-05,3418.6572,3076.7546,0.92940003,0.25577354,3.3769596,2.0165234,48.606583,0.1709938,24563.945,22107.36,3.6333127,1.0737953,0.25579355,0.18197161,72.0233,0.006574398,1860.6381,1674.5595,1.2454097,0.16497654,0.48884247,0.37028438,70.184944,0.056569319,3555.8369,3200.2208,1.4130294,0.22764635,0.1895059,0.036861435,35.371555,2.14e-16,1378.4651,1240.6057,1.227464,0.17054725,0.17646917,0.061145607,35.922482,4.46e-10,1283.639,1155.2603,0.96847351,0.15743295,42.013374,22.641619,303.60364,2.9101629,305605.25,275041.72,44.208091,14.067556,,,0064,29.850474,1.9299490000000006,15.466975552203706
197, rois\0065-2.roi.h501, (green),1199,107.911,9.2446329,8.468133,54.922722,-205.78558,11084.323,9975.9669,7.7600447,2.9623919,0.87763647,0.8775934,0.92599618,0.8354978,1052.2859,947.06545,0.01414006,0.013178253,5.6983101,5.4090128,17.126814,0.024731424,6832.2739,6149.098,2.7131272,2.3521687,5.9591828,5.3260193,45.132446,0.25084752,7145.0625,6430.6081,3.4867494,2.1606329,1.533222,1.4248203,8.1052313,0.01090467,1838.3319,1654.5137,0.89812071,0.77400748,40.569335,39.704365,66.640282,23.462059,48642.602,43778.736,7.3351627,3.9233747,2.2104041,2.0886445,6.525641,0.054007385,2650.2729,2385.267,0.9451002,0.75301099,0.082932494,0.07452298,0.41802654,8.28e-06,99.435928,89.493204,0.060128206,0.055635714,0.62377915,0.58101511,5.587532,0.13567384,747.91119,673.12572,0.31378038,0.18426664,0.1728081,0.16488016,0.47598067,0.026454102,207.1969,186.47879,0.064338912,0.0583904,0.30685258,0.27621153,2.3701451,0.049356118,367.91635,331.12739,0.17409673,0.092705278,0.017725893,0.013934966,0.22487485,1.95e-14,21.253351,19.128172,0.018739293,0.013755333,0.10563627,0.10074073,0.32460684,0.007788891,126.65785,113.99305,0.047119065,0.037660739,6.4164383,4.2353926,88.846428,1.6041141,7693.3105,6924.0365,7.7905026,2.2688435,,,0065,6.121525350000001,40.12929527,0.15254504991460321
