,roi_name,roi_colour,  no_roi_pixels,  roi_size[um^2], Dead_Time-mean[%], Dead_Time-median,  Dead_Time-max,  Dead_Time-min,  Dead_Time-total,  Dead_Time-total_content,  Dead_Time-stddev, Dead_Time-stddev_radius2,  abs_ic-mean[], abs_ic-median,  abs_ic-max,  abs_ic-min,  abs_ic-total,  abs_ic-total_content,  abs_ic-stddev, abs_ic-stddev_radius2,  P-mean[ug/cm2], P-median,  P-max,  P-min,  P-total,  P-total_content,  P-stddev, P-stddev_radius2,  S-mean[ug/cm2], S-median,  S-max,  S-min,  S-total,  S-total_content,  S-stddev, S-stddev_radius2,  Cl-mean[ug/cm2], Cl-median,  Cl-max,  Cl-min,  Cl-total,  Cl-total_content,  Cl-stddev, Cl-stddev_radius2,K-mean[ug/cm2], K-median,  K-max,  K-min,  K-total,  K-total_content,  K-stddev, K-stddev_radius2,  Ca-mean[ug/cm2], Ca-median,  Ca-max,  Ca-min,  Ca-total,  Ca-total_content,  Ca-stddev, Ca-stddev_radius2,  Mn-mean[ug/cm2], Mn-median,  Mn-max,  Mn-min,  Mn-total,  Mn-total_content,  Mn-stddev, Mn-stddev_radius2,  Fe-mean[ug/cm2], Fe-median,  Fe-max,  Fe-min,  Fe-total,  Fe-total_content,  Fe-stddev, Fe-stddev_radius2,  Cu-mean[ug/cm2], Cu-median,  Cu-max,  Cu-min,  Cu-total,  Cu-total_content,  Cu-stddev, Cu-stddev_radius2,  Zn-mean[ug/cm2], Zn-median,  Zn-max,  Zn-min,  Zn-total,  Zn-total_content,  Zn-stddev, Zn-stddev_radius2,  Se-mean[ug/cm2], Se-median,  Se-max,  Se-min,  Se-total,  Se-total_content,  Se-stddev, Se-stddev_radius2,  Br-mean[ug/cm2], Br-median,  Br-max,  Br-min,  Br-total,  Br-total_content,  Br-stddev, Br-stddev_radius2,Pb_L-mean[ug/cm2], Pb_L-median,  Pb_L-max,  Pb_L-min,  Pb_L-total,  Pb_L-total_content,  Pb_L-stddev, Pb_L-stddev_radius2,Unnamed: 116,Unnamed: 117,sample_num,lead_no_background,potassium_no_background,adjusted_lead
134, rois\0046-4.roi.h501, (green),115,2875.0,77.47606,83.337219,99.959557,23.11113,8909.748,2227436.7,19.749236,14.555475,0.87069109,0.8683545,0.93882549,0.81217396,100.12947,25032.369,0.024450815,0.021989317,24.275201,12.839566,162.49257,0.079520173,2791.6475,697912.02,28.516307,20.828975,30.569689,24.532877,233.55417,0.13184045,3515.5151,878878.56,28.854062,20.613881,11.884965,7.0653749,94.464508,0.21703109,1366.7709,341692.74,14.476207,9.0739888,18.713253,15.29489,69.455269,0.69588435,2152.0242,538006.03,13.440466,10.391281,4.616799,3.886596,21.040823,6.58e-11,530.93188,132732.97,3.9682564,3.1668153,1.3206159,0.50980175,8.9009686,0.008311333,151.8708,37967.707,1.8041327,1.3044221,3.854087,1.8992449,23.82539,1.28e-06,443.21997,110805.0,4.57289,2.7775295,0.8113453,0.38188353,13.214356,0.016110236,93.304703,23326.177,1.7691088,0.97269699,1.9930042,0.77919358,44.153969,0.063819155,229.1955,57298.872,4.6884346,2.4431883,0.76035116,0.42463407,16.357401,0.008329751,87.440376,21860.096,1.6993372,0.97343865,1.2049096,0.44675705,7.3522787,0.001893407,138.56461,34641.15,1.600729,1.160521,73.28188,61.057224,278.94751,3.9450796,8427.417,2106854.1,44.807954,34.142506,,,0046,73.226872525,18.5718062,3.9429052692247026
135, rois\0046-4.roi.h502, (blue),798,19950.0,33.855257,27.290714,99.42408,1.0794103,27016.5,6754123.7,22.864469,16.412785,0.89981074,0.89949322,0.95602608,0.81872338,718.04907,179512.24,0.018589941,0.017356356,6.1234834,4.8377128,63.164551,0.058634333,4886.542,1221634.9,6.0422928,4.0063237,15.033717,10.370508,115.46995,0.026242355,11996.908,2999226.5,13.310392,9.7874216,2.9228329,2.1995568,40.34166,0.052446168,2332.4202,583105.16,2.9030588,1.9266873,28.549219,28.31407,69.666229,0.041886233,22782.281,5695569.1,11.287623,7.6116935,2.0781511,1.7910132,8.2919064,3.53e-09,1658.3654,414591.15,1.3776114,0.94691366,0.114702,0.081124634,2.3093247,1.03e-07,91.532227,22883.05,0.15935593,0.092880913,1.4108247,0.63319236,24.285419,0.004851478,1125.8384,281459.53,2.7474899,1.1110803,0.20225792,0.15574355,16.927698,0.008457472,161.40189,40350.455,0.61927942,0.13030427,0.35086617,0.22637291,42.253601,0.013937191,279.99121,69997.801,1.6182412,0.27235095,0.08808874,0.03484413,3.5006213,5.23e-07,70.2948,17573.704,0.18701458,0.087180312,0.18006,0.10900348,14.470439,6.7e-09,143.68791,35921.97,0.62157172,0.16432562,32.616847,20.229868,198.13309,1.0501862,26028.254,6507060.9,31.905488,23.109035,,,0046,32.561839525,28.4077722,1.146229957624062
138, rois\0048-4.roi.h501, (green),115,2875.0,69.745485,71.691185,99.856033,27.757513,8020.7319,2005183.9,18.694147,12.234515,0.85197237,0.85925931,0.92442322,0.71805447,97.976852,24494.22,0.044782781,0.025026777,41.536303,28.135517,390.67758,0.06680578,4776.6748,1194169.4,60.293903,37.791546,45.551988,31.52512,402.84933,0.57128084,5238.478,1309620.4,54.504264,33.693168,36.67399,11.654456,1166.6254,0.13332307,4217.5093,1054377.8,112.74753,50.294353,62.563192,41.451103,240.38382,1.27e-06,7194.7646,1798692.8,56.884122,35.864574,22.502124,14.649581,627.42023,0.000876706,2587.7446,646936.45,58.310519,24.699,8.1273369,1.9466363,69.701668,0.095695667,934.64374,233661.07,12.397921,8.8671473,22.617416,21.120083,72.63475,0.44932389,2601.0032,650251.09,16.222146,13.986318,1.4800219,0.60733378,13.459936,0.010324662,170.20255,42550.655,2.5341048,1.4648413,1.7287398,1.2435671,8.3788662,0.073215716,198.80505,49701.3,1.5446114,1.0159701,0.94735507,0.21475282,15.47555,0.002756115,108.94584,27236.474,1.9610677,1.0969196,1.1222534,0.54137456,7.6398358,0.016855022,129.05914,32264.805,1.5219377,1.0195142,37.507256,32.750019,93.260269,0.72691274,4313.335,1078334.3,21.991937,19.892744,,,0048,37.415985331,62.41079189,0.5995114658526728
139, rois\0048-4.roi.h502, (blue),437,10925.0,37.453831,35.122807,94.542488,12.290502,16367.321,4091833.6,14.224613,9.2354703,0.83310862,0.8311258,0.91235393,0.75064933,364.06848,91017.174,0.029287097,0.016316725,15.283126,13.243758,69.040596,1.0124149,6678.7266,1669682.5,9.3594264,5.4081052,19.144624,16.154659,63.041679,2.8422124,8366.1982,2091551.5,11.039074,6.0480698,6.5654784,4.9317183,192.75195,0.55388045,2869.1125,717278.96,9.9299804,3.5866082,120.14819,98.304489,302.28781,14.543294,52504.766,13126198.0,63.303856,19.023289,12.614867,11.59019,32.665649,1.2994944,5512.6987,1378175.1,5.6512983,3.6954699,0.87759882,0.56893229,52.039192,0.052171461,383.51071,95877.731,2.8424275,0.80305486,8.0162157,5.0237732,60.382122,0.46062809,3503.0854,875772.11,8.3080789,5.3631767,0.64361944,0.6274007,2.2210898,0.13085078,281.26166,70315.468,0.23154516,0.15485227,2.2014303,2.1846137,5.5884581,0.132469,962.02496,240506.41,0.86279808,0.52532276,0.046316881,0.025651293,1.592913,1.56e-13,20.240467,5060.1224,0.09712346,0.050089273,0.57568131,0.55607641,2.4200666,0.0382994,251.57283,62893.222,0.22930724,0.13719956,11.613352,5.7384768,79.249611,0.024172973,5075.0342,1268759.5,13.682816,9.4533024,,,0048,11.522081331,119.99578989,0.09602071323970848
142, rois\0049-4.roi.h501, (green),107,2675.0,33.157886,22.65169,99.948174,0.42446852,3547.894,886974.59,29.785077,18.202645,0.89946593,0.90201002,0.93775594,0.84757119,96.242867,24060.744,0.019273795,0.01698318,4.5586653,1.7645034,68.646027,0.00237864,487.77713,121944.45,10.072481,5.0855861,10.294352,4.9823947,70.398125,0.010826941,1101.496,275374.28,13.114393,8.0016861,1.8553937,1.1248058,10.811264,0.034888271,198.52713,49631.845,2.0673743,1.4164211,3.6740244,2.8489368,11.683583,1.07e-08,393.12061,98280.279,3.5279556,1.5672045,3.5538389,2.4650102,12.444798,0.001042881,380.26074,95065.313,3.4655444,1.4504287,0.57920612,0.14108434,25.131727,1.68e-06,61.97506,15493.784,2.7229642,0.83609203,3.6839408,2.1299047,26.38472,0.0548659,394.1817,98545.543,4.8530507,2.7052688,0.4530746,0.37729093,1.7122611,0.027439037,48.478989,12119.761,0.39837286,0.19427076,0.29689576,0.21660075,5.0444369,0.003988429,31.767849,7941.9716,0.54304136,0.21100948,0.082571217,0.024222566,0.84400171,5.98e-05,8.8351192,2208.7829,0.13666449,0.079452108,0.21416142,0.030669078,8.0939102,9.11e-10,22.91527,5728.8252,0.8700349,0.27822174,30.311549,21.05018,173.47009,0.19711107,3243.3359,810834.97,34.846164,21.140692,,,0049,30.270888267,3.53977541,8.551640926563756
143, rois\0049-4.roi.h502, (blue),1333,33325.0,18.264049,14.214593,96.527809,2.872622,24345.979,6086501.5,12.20561,7.8598063,0.87984361,0.89374465,0.94727892,0.69763517,1172.8306,293208.23,0.047568837,0.016764612,4.6724703,4.0829978,95.357971,0.018387914,6228.3984,1557102.6,3.870785,2.4582972,6.7583967,5.2219615,53.902225,0.1619679,9008.9395,2252238.3,5.5570844,3.3971708,1.3045174,1.0583189,13.438833,0.000856798,1738.9218,434730.94,1.1103925,0.8274942,21.541794,20.666609,63.92868,2.5769539,28715.217,7178811.2,10.444995,5.191322,6.3599617,5.8195786,15.432248,1.4249277,8477.834,2119459.7,2.671851,1.6337691,0.2691607,0.2445453,1.3001214,5.39e-07,358.79138,89697.909,0.15107433,0.12047796,3.1259542,1.3413743,42.300957,0.11856278,4166.8975,1041725.5,4.5044692,2.4121055,0.28760926,0.26387563,0.91479969,0.047701266,383.38281,95845.897,0.12437083,0.093806574,0.55649091,0.50596792,3.1483614,0.090529278,741.80267,185450.81,0.27495388,0.17630967,0.025910692,0.016418867,0.72927868,1.61e-12,34.53896,8634.7481,0.04233092,0.025003485,0.1062036,0.09516073,1.2428797,4.08e-05,141.56941,35392.391,0.06599609,0.04688197,8.7157661,3.1238122,165.12822,0.041722372,11618.112,2904532.5,14.159253,8.659204,,,0049,8.675105367,21.40754501,0.40523588122541104
146, rois\0050-2.roi.h501, (green),254,6349.94,84.795208,88.392273,99.964752,43.314838,21537.988,5384442.3,13.900165,11.363756,0.86357453,0.87447405,0.961312,0.66978723,219.34793,54836.439,0.049329869,0.031269747,43.605957,9.6525478,3846.6189,2.0600000000000001e-22,11075.913,2768950.8,244.35431,74.299039,25.039323,18.816927,112.09372,1.24e-22,6359.9883,1589981.2,23.242608,16.243123,15.398368,4.1070633,195.11664,8.39e-23,3911.187,977786.69,28.183648,17.16803,17.961667,13.329,129.24228,3.5599999999999996e-23,4562.2632,1140554.5,15.98822,10.391911,5.5829377,3.6139605,102.3627,2.25e-23,1418.0662,354513.03,8.6950406,5.3137478,2.6579016,0.40985703,31.543631,7.83e-24,675.10687,168775.08,5.0802483,2.9003585,5.833366,3.9027197,47.274097,6.21e-24,1481.6752,370415.07,6.4976307,4.5035579,1.3377736,0.71259344,25.435522,3.73e-24,339.79446,84947.783,2.4373133,1.2423122,1.8238142,0.41293961,55.22773,2.9499999999999997e-24,463.24878,115811.05,4.8150224,1.9702552,0.62049214,0.36809185,7.4790459,2.34e-24,157.60498,39400.86,0.90413985,0.54005649,0.97281773,0.40360728,12.434714,2.26e-24,247.09561,61773.313,1.4882333,0.93935684,68.749938,61.812378,259.05219,6.74e-24,17462.486,4365577.8,45.1955,29.628083,,,0050,68.49883553,17.81554339,3.844891734733666
148, rois\0051-5.roi.h501, (green),364,364.001,16.501184,13.929397,85.831749,4.2662802,6006.4292,60064.484,9.0662728,5.8119502,0.94036016,0.94085532,0.98488885,0.89077049,342.29117,3422.921,0.01555313,0.015074756,5.4970748,5.0960288,20.615704,0.065487273,2000.9352,20009.411,3.1522971,2.4863908,7.0596622,6.0422902,46.901878,0.14197405,2569.7173,25697.246,5.4423828,3.6647905,3.3426645,3.2817907,9.390749,0.064283073,1216.7299,12167.335,1.6598615,1.2320598,32.991017,33.82439,74.381943,3.6418164,12008.733,120087.66,14.680935,6.5803095,7.6421351,7.9721427,13.565206,1.5402323,2781.738,27817.454,2.4471732,1.4615943,0.21043296,0.20123968,0.6443305,7.01e-06,76.597557,765.97821,0.11009266,0.08978298,5.679852,3.7389936,35.594921,0.38161156,2067.4653,20674.722,5.5414146,3.0209449,0.25493485,0.2317698,0.73255229,0.018812547,92.796257,927.96559,0.12893319,0.086859151,0.22775176,0.20031576,0.98444653,0.014062027,82.90168,829.01884,0.13806126,0.082808908,0.019895486,0.013291974,0.42966712,3.09e-10,7.2419567,72.419781,0.029415902,0.018320426,0.11794571,0.11084078,0.45163205,2.54e-05,42.93224,429.32366,0.065214541,0.044073207,6.7643642,2.1293194,109.47818,0.28772804,2462.2288,24622.358,11.356796,6.6731914,,,0051,6.715050259,32.85618486,0.20437705374536902
149, rois\0051-5.roi.h502, (blue),2779,2779.01,13.186252,9.9216576,91.805382,2.5480926,36644.598,366446.97,9.6590654,4.0582562,0.93133564,0.93166667,0.9831261,0.82926834,2588.1816,25881.89,0.016126555,0.015370305,3.598098,3.2530921,17.644857,0.001630178,9999.1123,99991.425,2.2649548,1.7578657,5.9280439,5.5955067,33.222061,0.062113948,16474.049,164740.8,2.9709316,1.8725706,1.1207832,1.0016737,32.773422,8.95e-09,3114.657,31146.653,0.93380722,0.63388921,22.674781,22.678335,118.81769,3.8358147,63013.219,630133.95,6.7815197,2.7257577,4.6611474,4.3311749,13.824577,0.93778598,12953.328,129533.65,1.8539701,0.97610715,0.23080406,0.17869487,24.438889,0.000121298,641.40466,6414.063,0.71626614,0.14755019,5.138257,0.88788688,92.096153,0.061714873,14279.207,142792.56,10.109727,2.5102412,0.25816107,0.24793522,0.85120738,0.029805819,717.42969,7174.3164,0.091860858,0.07080647,0.86507469,0.45978805,18.839384,0.10933234,2404.0398,24040.493,1.1431891,0.57963685,0.016841669,0.011430919,0.80238485,8.17e-16,46.803024,468.0313,0.031887369,0.015073376,0.18337955,0.17767951,3.2652678,0.017898818,509.61194,5096.1322,0.084480481,0.051146662,3.5078403,0.58787888,93.857155,6.75e-07,9748.2979,97483.155,9.0173267,2.8507612,,,0051,3.458526359,22.53994886,0.15343984941942765
151, rois\0051-5.roi.h504, (magenta),7929,7929.02,16.762601,11.67984,99.518753,1.6156912,132910.42,1329110.5,14.394397,5.1474778,0.93439581,0.93450183,0.99374998,0.85443962,7408.8306,74088.458,0.016437213,0.015080172,4.2359143,3.4425552,263.23587,0.001630178,33586.559,335866.62,5.4257153,2.382319,6.6320934,5.3960404,352.60867,0.036272462,52585.879,525860.21,6.9407198,2.8749011,1.7765481,1.2408453,525.24445,8.95e-09,14086.239,140862.91,6.4470434,1.1696826,23.289647,22.459606,74.381943,0.78594476,184663.88,1846641.5,8.6312823,3.5482121,5.9719453,5.6748567,104.13169,1.28e-19,47351.613,473516.91,2.7276965,1.2931235,0.49130446,0.20456262,100.35489,3.48e-13,3895.5532,38955.644,3.104155,0.46245505,7.1584842,1.6555191,122.7196,5.24e-20,56759.629,567597.86,11.949503,3.5269647,0.27705329,0.25015181,18.195738,0.013780276,2196.7559,21967.619,0.34490708,0.098365197,0.49564453,0.31152046,18.839384,0.005763674,3929.968,39299.768,0.77475959,0.29084697,0.03600607,0.012419055,9.2011852,4.36e-16,285.49197,2854.9295,0.21425883,0.036449266,0.17787008,0.15603609,10.29806,2.48e-13,1410.3306,14103.359,0.28519304,0.075244031,6.5084434,1.1733333,153.66342,7.61e-08,51605.484,516055.97,14.093052,4.924269,,,0051,6.459129459,23.15481486,0.2789540533169264
153, rois\0052-3.roi.h501, (green),571,571.0,28.993142,23.056078,99.364594,9.0404396,16555.094,165550.93,16.7796,9.3896974,0.94465625,0.94525552,0.99089408,0.8949858,539.39886,5393.9901,0.016309005,0.015107856,6.2688715,4.064847,106.96239,0.065431342,3579.5247,35795.275,10.35823,5.0321464,10.241385,6.4332848,65.784782,0.63345182,5847.8291,58478.337,10.741123,5.7422198,2.8545501,2.1599975,17.721699,0.001547906,1629.9482,16299.49,2.5918266,1.647825,28.459429,26.336397,57.128937,2.6383324,16250.341,162503.43,11.160477,4.1805482,8.6761947,8.297492,18.686628,0.26011619,4954.1074,49541.098,3.0758381,1.5990399,0.56946613,0.31933528,35.620483,0.005422563,325.16525,3251.6534,2.0273244,0.57125148,5.1471109,2.7114096,46.01321,0.46166092,2939.0017,29390.019,6.3705038,2.8464597,0.18951049,0.17239086,1.0254641,0.024106286,108.21046,1082.1054,0.093321775,0.071129364,0.41440696,0.37136018,3.3642521,0.099803902,236.62637,2366.265,0.26765331,0.14794316,0.065735387,0.029888265,0.58821815,8.92e-12,37.534908,375.34926,0.10351256,0.05681862,0.11014029,0.052333403,4.2014847,1.74e-07,62.890106,628.90139,0.29535202,0.11031685,28.132028,17.086559,131.17838,3.3362131,16063.396,160633.97,25.689857,15.288413,,,0052,28.036533804999998,28.31207452,0.9902677313594468
154, rois\0052-3.roi.h502, (blue),4465,4465.0,40.796558,33.336861,99.980331,9.0404396,182156.59,1821567.3,22.744776,11.210783,0.93350795,0.93632287,0.99734044,0.7508772,4168.1138,41681.153,0.024441521,0.016788262,10.597656,5.3740616,1498.74,0.001316614,47318.5,473185.59,30.963726,9.7199421,13.733019,9.3349495,354.41116,0.006512027,61317.98,613179.64,15.707291,8.6522684,5.5365889,3.1655583,272.39954,0.001547906,24720.912,247208.83,9.4680961,3.905837,33.91582,29.681906,647.67981,7e-06,151434.14,1514342.2,25.018936,8.5737653,10.430027,9.7168808,108.56824,4.02e-08,46570.09,465700.97,6.1412707,3.0222542,0.82335809,0.40692607,63.940582,2.28e-07,3676.2952,36762.959,2.2723237,0.74585858,5.1806615,3.0800407,66.486259,3.2e-10,23131.682,231316.66,5.870732,2.8022274,0.56517266,0.21384346,71.59864,1.65e-06,2523.5015,25234.973,2.8090252,0.61708286,0.95837689,0.42706838,64.612389,1.57e-05,4279.1484,42791.551,3.2012037,0.90502716,0.47031037,0.05224248,26.958092,5.92e-13,2099.9333,20999.37,1.804694,0.50480851,0.40548721,0.075209975,20.618565,6.41e-08,1810.5045,18105.014,1.1938314,0.43982811,42.369805,31.755857,307.24551,4.22e-13,189181.53,1891812.8,35.489736,23.248348,,,0052,42.274310805,33.76846552,1.2518872312975624
156, rois\0053-4.roi.h501, (green),562,562.0,22.768625,19.292377,68.868561,9.2167969,12795.97,127959.76,10.935777,5.9970602,0.94423285,0.94477999,0.98349833,0.87915123,530.65887,5306.5921,0.014396657,0.013424292,6.1479023,5.9183116,18.494455,0.027442047,3455.1228,34551.233,2.95987,2.6066237,8.3856195,6.9627123,58.147095,0.38084275,4712.7163,47127.213,5.4718669,3.4705451,2.0539619,1.8747396,10.118408,0.030501848,1154.3271,11543.274,1.2510777,0.97867118,43.047112,43.727722,67.851189,14.346698,24192.463,241924.93,9.5731167,4.5595863,2.9978996,2.8357489,8.9718084,0.18237457,1684.8197,16848.207,1.3269969,0.89281518,0.11966216,0.10923525,0.49749795,5e-05,67.250168,672.50175,0.076388742,0.067087749,2.8194751,1.4784001,40.048973,0.27855092,1584.545,15845.46,3.9763998,1.3966557,0.20137594,0.19502182,0.53346759,0.023626814,113.17332,1131.7335,0.074259495,0.066333671,0.34012036,0.32986671,0.92105633,0.088866919,191.14761,1911.4777,0.11191155,0.087744077,0.039440067,0.02011786,0.43102193,3.49e-11,22.16531,221.65332,0.056286859,0.03096719,0.12507975,0.11450384,0.46930185,2e-07,70.294792,702.94863,0.06583899,0.047952583,19.628801,8.0637178,120.03934,2.1245079,11031.384,110313.93,23.966709,12.093234,,,0053,19.52884337,42.89100891,0.45531321986335627
157, rois\0053-4.roi.h502, (blue),913,913.001,76.466241,78.332016,99.984093,24.163437,69813.68,698137.25,15.077918,7.3990847,0.9077039,0.90840417,0.9717564,0.83333331,828.73444,8287.3421,0.024062164,0.016675223,30.55859,18.471567,380.88965,2.94e-19,27900.0,279000.11,32.041788,23.314033,32.491561,27.636663,641.78876,1.78e-19,29664.799,296648.15,30.24137,19.286312,17.60534,14.438499,271.25018,1.22e-19,16073.67,160736.86,15.146206,10.03624,14.14518,11.660156,118.99432,4.99e-20,12914.562,129145.58,11.665137,7.6685065,6.6202434,5.1785636,53.352478,3.03e-20,6044.2832,60442.863,5.7056933,4.0135178,1.7738507,0.85137272,103.8968,1.11e-20,1619.5254,16195.267,4.325555,1.8582264,4.0312876,2.3575044,67.387062,8.690000000000001e-21,3680.5615,36805.68,5.0012459,2.8589252,2.4233053,0.52658844,62.775902,5.300000000000001e-21,2212.4768,22124.792,6.9297396,2.9858942,3.8028013,1.0529815,64.806496,4.19e-21,3471.958,34719.599,7.4083677,3.8275271,2.9951492,0.9757458,47.691715,3.3400000000000004e-21,2734.5701,27345.73,5.2886162,3.1876688,1.878895,0.68051857,32.397743,3.2100000000000004e-21,1715.4315,17154.322,2.7390937,1.8796199,98.074702,88.363098,346.89127,9.66e-21,89542.18,895422.63,60.592094,47.691373,,,0053,97.97474437,13.98907691,7.003660427369828
160, rois\0054-3.roi.h501, (green),410,10250.0,12.087944,11.375093,37.85981,4.8822761,4956.0562,1239014.3,3.9549069,2.9298825,0.91403999,0.91368228,0.96126765,0.87425739,374.7562,93689.099,0.013532325,0.012768544,3.6248378,3.3797317,12.286364,0.055813409,1486.1833,371545.87,2.0892498,1.8658003,3.5212921,3.324403,10.313475,0.09549018,1443.7295,360932.44,1.7856035,1.4678763,1.7315681,1.6311624,6.9180517,0.076321043,709.94293,177485.73,0.95486229,0.82996123,36.584188,37.389172,66.018211,14.685203,14999.519,3749879.3,9.1198207,4.7296685,3.862466,3.7227905,11.405333,0.85291404,1583.6113,395902.77,1.3766237,1.0881173,0.23397301,0.22383678,0.63593882,0.002664308,95.928909,23982.233,0.10624226,0.096450781,1.7705234,0.79417896,18.992992,0.23666035,725.91449,181478.65,2.9220233,1.3955962,0.29124048,0.2840977,0.53461343,0.086553857,119.40862,29852.149,0.08050081,0.075307829,1.0419533,0.95011121,4.088798,0.39607292,427.20068,106800.21,0.37393546,0.30969886,0.016864495,0.014338237,0.089466542,9.88e-18,6.9144411,1728.6108,0.013689333,0.012623275,0.16789292,0.16615471,0.36058223,0.018051798,68.836113,17209.025,0.048372037,0.045987466,1.051717,0.1469347,26.025831,2.98e-16,431.20374,107800.99,2.7820045,1.4427197,,,0054,1.008833689,36.44437813,0.027681462567461297
161, rois\0054-3.roi.h502, (blue),2490,62250.0,19.2923,14.976281,99.643143,2.6789188,48037.832,12009456.0,13.225184,7.8907108,0.9266607,0.92576027,0.98409891,0.86815226,2307.3845,576846.25,0.017572079,0.013431976,4.6692093,4.1030464,29.728916,0.006151113,11626.319,2906582.6,3.2554878,2.2727277,5.6922847,4.7201033,52.412933,0.007630778,14173.773,3543447.0,4.243127,2.4089573,2.1149857,1.8395325,16.324087,1.31e-08,5266.3149,1316578.5,1.4164276,1.016907,37.591589,36.702896,98.301933,1.6893854,93603.039,23400763.0,15.264739,5.6488647,5.679365,4.7695742,21.639093,0.000730683,14141.608,3535404.5,3.3250665,1.5446179,0.28152236,0.23788877,18.051365,1.25e-09,700.9903,175247.66,0.54667027,0.1664047,6.0527388,1.7334555,77.4674,0.11682268,15071.319,3767829.7,9.3984781,5.1319445,0.28686872,0.27345145,1.3867702,0.038018323,714.30286,178575.76,0.10993374,0.087144892,0.86561901,0.8064456,4.9591694,0.021889072,2155.3901,538847.8,0.48700344,0.32046396,0.021754467,0.014266674,1.1280096,1.88e-19,54.168579,13542.155,0.038297314,0.021159745,0.13629989,0.13351467,0.77365834,0.001387439,339.3873,84846.677,0.060863352,0.047007203,5.7507243,1.1074326,154.00842,2.98e-16,14319.296,3579825.6,11.162364,6.4227267,,,0054,5.707840989,37.45177913,0.1524050691740796
163, rois\0055-3.roi.h501, (green),595,594.996,56.266418,53.302174,99.863861,22.436535,33478.527,334782.71,18.031662,10.936465,0.84809484,0.84636617,0.91213769,0.76724136,504.61649,5046.127,0.02242016,0.014699297,29.173688,18.755659,786.31213,2.4062867,17358.334,173582.16,50.423352,21.123519,28.732462,20.300148,362.57843,2.21e-05,17095.811,170956.89,36.570406,19.23362,16.909859,9.0432386,230.07193,0.6769644,10061.37,100612.92,27.757703,14.171375,105.54391,103.82935,271.98334,0.2520121,62798.648,627981.6,54.862937,32.248736,19.827696,17.609131,103.76878,4.55e-06,11797.478,117973.92,13.916374,8.65331,4.1193867,1.1451807,96.839668,3.69e-05,2451.0347,24510.17,9.92033,4.9155474,18.013598,15.185156,63.574047,3.76e-06,10718.086,107180.12,12.947018,9.1355405,1.0878426,0.89827847,20.206224,0.21572563,647.26581,6472.6157,1.1814532,0.52339369,2.6840645,2.3811989,26.459709,0.51909256,1597.0188,15970.066,1.7196231,1.0593645,0.36618153,0.07054273,15.840882,4.52e-20,217.87813,2178.764,1.0495043,0.42071136,0.9837031,0.73263222,10.006525,0.2205371,585.30316,5852.9902,0.96479758,0.50682397,28.819439,20.711662,151.95879,1.6926669,17147.57,171474.4,24.50532,17.859139,,,0055,24.0540447,-134.13772,0.0
164, rois\0055-3.roi.h502, (blue),9514,9513.93,35.133637,31.822359,99.986389,5.5280924,334261.38,3342589.5,14.249278,6.1079221,0.87818102,0.87696338,0.98987341,0.76724136,8354.999,83549.525,0.02831829,0.013031474,17.62367,13.829576,786.31213,0.027566109,167671.44,1676703.6,17.409188,6.652854,20.345682,16.47385,362.57843,2.21e-05,193569.03,1935673.9,15.364772,6.1833276,7.1807744,5.4008336,230.07193,1.95e-05,68317.891,683173.83,9.774244,3.3402354,125.1451,104.21249,479.6637,0.2520121,1190630.6,11906217.0,65.689523,14.934915,13.380878,11.75063,103.76878,4.55e-06,127305.17,1273047.3,7.6019904,3.2528425,1.0936365,0.62255764,105.79153,1.22e-05,10404.881,104047.81,3.8471022,0.93210639,8.3997851,4.3285036,90.103683,1.87e-06,79915.664,799149.65,9.9478775,4.0135081,0.68195642,0.62677819,158.93375,0.000169816,6488.1504,64880.854,1.6889272,0.22754125,2.2707703,2.1092112,39.60265,0.01126464,21604.107,216039.49,1.2787116,0.67199231,0.076425852,0.026373612,15.840882,2.01e-33,727.11359,7271.1018,0.35913211,0.083087878,0.62398023,0.58958101,13.730509,1.47e-07,5936.5586,59365.041,0.41711853,0.1663177,12.007935,3.8179142,264.45441,3.48e-11,114243.61,1142426.5,18.528161,9.0787987,,,0055,7.2425407,-114.53653000000001,0.0
