,roi_name,roi_colour,  no_roi_pixels,  roi_size[um^2], Dead_Time-mean[%], Dead_Time-median,  Dead_Time-max,  Dead_Time-min,  Dead_Time-total,  Dead_Time-total_content,  Dead_Time-stddev, Dead_Time-stddev_radius2,  abs_ic-mean[], abs_ic-median,  abs_ic-max,  abs_ic-min,  abs_ic-total,  abs_ic-total_content,  abs_ic-stddev, abs_ic-stddev_radius2,  P-mean[ug/cm2], P-median,  P-max,  P-min,  P-total,  P-total_content,  P-stddev, P-stddev_radius2,  S-mean[ug/cm2], S-median,  S-max,  S-min,  S-total,  S-total_content,  S-stddev, S-stddev_radius2,  Cl-mean[ug/cm2], Cl-median,  Cl-max,  Cl-min,  Cl-total,  Cl-total_content,  Cl-stddev, Cl-stddev_radius2,K-mean[ug/cm2], K-median,  K-max,  K-min,  K-total,  K-total_content,  K-stddev, K-stddev_radius2,  Ca-mean[ug/cm2], Ca-median,  Ca-max,  Ca-min,  Ca-total,  Ca-total_content,  Ca-stddev, Ca-stddev_radius2,  Mn-mean[ug/cm2], Mn-median,  Mn-max,  Mn-min,  Mn-total,  Mn-total_content,  Mn-stddev, Mn-stddev_radius2,  Fe-mean[ug/cm2], Fe-median,  Fe-max,  Fe-min,  Fe-total,  Fe-total_content,  Fe-stddev, Fe-stddev_radius2,  Cu-mean[ug/cm2], Cu-median,  Cu-max,  Cu-min,  Cu-total,  Cu-total_content,  Cu-stddev, Cu-stddev_radius2,  Zn-mean[ug/cm2], Zn-median,  Zn-max,  Zn-min,  Zn-total,  Zn-total_content,  Zn-stddev, Zn-stddev_radius2,  Se-mean[ug/cm2], Se-median,  Se-max,  Se-min,  Se-total,  Se-total_content,  Se-stddev, Se-stddev_radius2,  Br-mean[ug/cm2], Br-median,  Br-max,  Br-min,  Br-total,  Br-total_content,  Br-stddev, Br-stddev_radius2,Pb_L-mean[ug/cm2], Pb_L-median,  Pb_L-max,  Pb_L-min,  Pb_L-total,  Pb_L-total_content,  Pb_L-stddev, Pb_L-stddev_radius2,Unnamed: 116,Unnamed: 117,sample_num
94, rois\0035-4.roi.h500, (red),151,151.001,5.0421624,4.9809813,18.256659,0.64463019,761.36652,7613.7068,2.8078209,2.6951722,1.0476217,1.0466959,1.0863676,1.0076119,158.19084,1581.9174,0.016086026,0.014957063,0.28424557,0.074821815,1.7515234,0.002033165,42.921093,429.21316,0.39305133,0.37061942,0.26471183,0.098265387,1.5285921,0.002666607,39.971481,399.71704,0.30770393,0.27076059,0.31525949,0.23034884,1.7814517,2.73e-07,47.604183,476.04442,0.28024237,0.2546169,0.17133513,0.10985022,1.5868247,3.04e-09,25.871605,258.71746,0.20175096,0.14790734,0.045456626,0.006586774,0.54128361,0.000354204,6.8639507,68.63988,0.075630593,0.052033595,0.017849032,0.005784783,0.087254703,3.78e-05,2.6952035,26.952185,0.021040019,0.019853607,0.15072066,0.096644208,0.85849857,0.001213993,22.758812,227.58945,0.16108844,0.054724418,0.050206581,0.048374958,0.15203284,0.001438142,7.5811911,75.812351,0.026494336,0.024617952,0.015798406,0.014250726,0.059975863,0.000118317,2.3855588,23.855723,0.013108444,0.012277324,0.008343369,0.007231434,0.029844858,6.74e-08,1.2598487,12.598556,0.006327057,0.006037284,0.009912771,0.007633272,0.044130437,1.72e-09,1.4968287,14.968366,0.008806885,0.008291618,0.14113924,0.059820503,1.2978714,2.04e-08,21.312017,213.12142,0.20712605,0.064122079,,,0035
98, rois\0036-4.roi.h500, (red),291,291.002,3.5804735,3.3284128,10.778606,0.15029311,1041.9176,10419.263,2.1668296,2.1295617,1.0405056,1.0406224,1.086463,1.0018939,302.78726,3027.8959,0.013870649,0.012713416,0.37784896,0.11554952,2.9332759,0.001621051,109.95406,1099.5495,0.48994666,0.45673829,0.58632059,0.51799715,2.8523827,0.005549241,170.61926,1706.2069,0.46881092,0.44255407,0.42285301,0.37995604,1.5107549,2.01e-07,123.05025,1230.5123,0.31666555,0.30321129,0.25272495,0.22591268,1.1437217,1.48e-08,73.542953,735.43562,0.20769033,0.18729461,0.1681033,0.13671494,0.8223967,6.79e-06,48.918049,489.1846,0.13599305,0.11686105,0.021976623,0.015545551,0.15644526,3.08e-05,6.3952003,63.952495,0.022716815,0.021469007,0.18941886,0.16583878,1.3149931,0.024374545,55.120892,551.2134,0.12863383,0.084228178,0.055785774,0.05419955,0.16129375,8.59e-05,16.233658,162.33793,0.028674172,0.027688718,0.017699359,0.015642507,0.066647381,5.73e-09,5.1505117,51.505557,0.013715094,0.013204889,0.009471176,0.007947215,0.044623937,1.41e-07,2.7561138,27.561347,0.007711566,0.007261469,0.010336222,0.008531971,0.050229292,1.9e-09,3.0078404,30.078652,0.009175157,0.008739318,1.4381488,1.33478,3.2699335,0.27798036,418.50128,4185.0471,0.53908518,0.24140909,,,0036
102, rois\0037-4.roi.h500, (red),152,151.998,8.8781042,8.4914207,17.998379,2.598381,1349.4718,13494.5,3.0602144,2.5563589,1.0248729,1.0248848,1.0632582,0.9837476,155.78072,1557.7816,0.016054249,0.015504936,0.36083768,0.12450242,1.9344187,0.000188597,54.847317,548.46442,0.46266989,0.43036669,0.44966385,0.3889325,1.9636757,0.000160377,68.348907,683.47801,0.42582313,0.38815514,0.37280885,0.30175129,1.6569132,0.000379811,56.666946,566.66029,0.29519688,0.28216744,0.20055263,0.16105464,0.91569108,7.31e-10,30.483997,304.83507,0.19646502,0.17261198,0.03675991,0.004677208,0.2873266,2.9e-06,5.5875058,55.87416,0.056723383,0.052454657,0.018255506,0.005702504,0.13664141,2.43e-08,2.774837,27.747921,0.023032818,0.020013639,0.17129231,0.1474113,0.59410721,0.000725578,26.036428,260.36011,0.10526999,0.07109825,0.066336023,0.063856155,0.17284752,0.003520996,10.083076,100.82913,0.032725936,0.031027245,0.030951863,0.025978815,0.10245835,0.000101699,4.7046838,47.046071,0.021735175,0.020628399,0.008156082,0.00721339,0.032859355,8.88e-09,1.2397242,12.397044,0.006770555,0.006458091,0.009746684,0.008207616,0.039931636,1.25e-10,1.4814957,14.81472,0.008766421,0.008208708,0.40251549,0.3238253,1.6423632,3.38e-10,61.18235,611.81366,0.31611396,0.12675124,,,0037
106, rois\0038-4.roi.h500, (red),388,387.997,3.4321091,3.9605737,14.308953,-2.2780538,1331.6581,13316.491,2.932956,2.9211485,0.99277618,0.99199289,1.0463576,0.95036763,385.19705,3851.9449,0.015572708,0.014923044,0.35412292,0.07885392,2.4238651,0.006156946,137.39966,1373.9874,0.50880593,0.47985394,0.23785426,0.08139991,1.9167954,0.002963268,92.28746,922.86812,0.3016382,0.27769015,0.30482466,0.24347161,1.4480935,1.11e-05,118.27195,1182.7115,0.27136877,0.26322507,0.1690291,0.13646887,0.86917281,4.05e-10,65.58329,655.82838,0.16103805,0.14802534,0.053498908,0.010009816,0.76522052,8.15e-06,20.757574,207.57432,0.093155169,0.0600503,0.021226436,0.008460777,0.17134221,4.86e-08,8.2358599,82.358002,0.024919132,0.021751963,0.082431165,0.076066546,0.25098285,0.000241143,31.983313,319.83071,0.044931734,0.042471913,0.068150919,0.066974685,0.1824239,0.00017629,26.442551,264.42373,0.032580589,0.031404526,0.03239751,0.029256541,0.1638741,1.57e-05,12.57024,125.70147,0.021664628,0.020093228,0.007581506,0.005514533,0.049589757,4.97e-08,2.9416239,29.416041,0.006847128,0.006345416,0.009903935,0.008377265,0.042270765,2.42e-10,3.8427269,38.427002,0.008721136,0.008174862,0.064273908,0.052647136,0.36479282,6.48e-10,24.938278,249.38104,0.052693114,0.042531358,,,0038
110, rois\0039-3.roi.h500, (red),430,38.6977,17.761822,16.959656,36.489452,10.622954,7637.5845,6873.4111,4.4516011,2.6410064,0.97922762,0.97907192,1.0219512,0.92491835,421.06808,378.93827,0.015203487,0.014763867,6.7666405,6.5818191,23.108727,0.30450869,2909.6563,2618.5322,2.6945159,2.5021977,8.9814217,8.2080688,24.49827,2.440232,3862.0122,3475.6009,3.6983594,2.7958625,1.6029951,1.4463636,6.1016498,0.00467928,689.28802,620.32175,0.94983455,0.79788757,6.7330377,6.788106,11.0479,2.6156251,2895.2063,2605.5287,1.3004478,1.1621677,6.4937118,6.5722027,10.048347,3.0282276,2792.2979,2512.9152,1.0140592,0.89555001,0.28018099,0.27213478,0.72809583,0.009063024,120.47781,108.42351,0.10593285,0.1013717,8.3059946,7.7395148,17.707678,4.3303075,3571.5762,3214.2264,2.6420044,1.0812201,0.46701726,0.46503103,0.79963267,0.22623098,200.81747,180.7248,0.097047768,0.092007506,0.14574518,0.14057669,0.330686,0.020548576,62.670406,56.39999,0.055048413,0.048887963,0.027987694,0.024419032,0.10703676,8.92e-07,12.034708,10.830585,0.019907374,0.017477092,0.11929654,0.11602113,0.27768493,0.023524567,51.297516,46.164983,0.043258631,0.04068606,15.604882,12.009462,52.681614,6.2223811,6710.1011,6038.7257,8.5694276,4.3820591,,,0039
113, rois\0040-4.roi.h500, (red),1416,127.44,12.220345,12.043179,26.29208,6.044096,17304.012,15573.624,2.3293679,1.9068546,0.94854221,0.94808507,0.99450547,0.89516127,1343.1362,1208.8235,0.013361112,0.012498705,5.4271987,5.1806822,14.6405,0.081945002,7684.9209,6916.4297,2.3623425,2.1956606,12.647772,12.167859,30.479639,3.4444633,17909.23,16118.338,4.1543574,2.6987979,1.8147207,1.743178,5.144486,0.038703654,2569.6448,2312.6826,0.8079734,0.77724127,44.848306,44.868877,60.573162,29.002575,63505.211,57154.743,4.9709174,3.68089,6.2359192,6.1078992,13.984769,2.6085944,8830.0625,7947.0641,1.3303764,1.0887845,0.27279238,0.26751006,0.87134743,0.009438231,386.27377,347.64699,0.10543539,0.10101195,1.3027797,0.66636974,11.486545,0.19251244,1844.7361,1660.2642,1.4814407,0.34176472,0.25452188,0.24940956,0.51038545,0.059093557,360.40298,324.36303,0.070776828,0.067497632,1.0191031,0.76301593,8.3433638,0.34706447,1443.0482,1298.7464,0.925593,0.33031443,0.013046462,0.01084014,0.065040648,2.09e-20,18.473795,16.62643,0.010830973,0.010274767,0.16702589,0.16395271,0.34196171,0.026985234,236.50844,212.85803,0.049177437,0.045943601,0.60250882,0.46587095,13.167274,0.018943582,853.15228,767.83808,0.69747917,0.29371357,,,0040
117, rois\0041-4.roi.h500, (red),394,35.4599,4.9762642,4.6544671,16.619032,0.23575425,1960.6478,1764.5798,2.3177651,1.9685557,0.97740727,0.97689462,1.0261261,0.91774893,385.09836,346.58794,0.015159729,0.014170293,0.89236912,0.758219,4.4685655,0.000911076,351.59329,316.43347,0.77204534,0.74783039,0.88221754,0.73262453,3.0453146,0.007964214,347.59378,312.83372,0.68553854,0.61280205,0.56292771,0.50746971,1.86128,0.000667171,221.79367,199.61377,0.3773184,0.35840508,3.5395081,3.4469454,6.1561122,1.3838282,1394.5659,1255.1071,0.90350845,0.78310406,2.8173787,2.7782526,4.761075,1.1702094,1110.0472,999.04054,0.62212213,0.5729014,0.13918383,0.13188888,0.34029314,0.000252308,54.838428,49.354488,0.066581307,0.064212075,0.85833674,0.71753705,4.4189544,0.2610836,338.18469,304.36561,0.51817081,0.22271301,0.26674673,0.26528439,0.51063377,0.1025062,105.09823,94.588206,0.068555686,0.066585599,0.11155771,0.10875842,0.22109398,0.025691919,43.953732,39.558288,0.038569024,0.037103321,0.011395572,0.009275484,0.067809179,2.32e-08,4.4898567,4.040862,0.009667389,0.008838816,0.023248034,0.020780556,0.075700194,7.72e-08,9.1597223,8.2437366,0.015040938,0.014232636,1.3204648,1.0675006,13.798887,0.48085821,520.26318,468.2359,1.3402419,0.47521063,,,0041
121, rois\0043-3.roi.h500, (red),664,59.7599,11.43941,11.002278,23.532825,4.9489679,7595.7715,6836.1787,3.0142401,2.1291928,0.93264363,0.93260479,0.9873417,0.85245901,619.27551,557.34679,0.016103062,0.014479423,2.7148781,2.4385748,9.6332617,0.012471412,1802.6802,1622.4081,1.7349837,1.606111,4.1274684,3.8571141,10.754393,0.064261228,2740.6382,2466.5705,1.9354221,1.4755678,1.2547601,1.1474704,5.1179075,0.003038416,833.16095,749.84325,0.74699956,0.67709041,24.339506,23.320927,45.771938,10.919135,16161.427,14545.261,5.919507,2.7246749,7.1514082,7.0238686,14.997211,3.2607248,4748.5366,4273.6735,1.6194691,1.1626966,0.38034621,0.37101817,1.0365876,0.077234767,252.5499,227.29447,0.13482128,0.12069681,1.1100905,1.0947278,2.1255724,0.31288543,737.10028,663.38883,0.29824431,0.21561236,0.28916172,0.28736779,0.65248179,0.067952588,192.00334,172.80272,0.076764261,0.071604096,1.1708357,0.69101173,11.238276,0.23436521,777.43481,699.69008,1.4416956,0.39637219,0.013801272,0.012219342,0.06968414,1.28e-16,9.1640444,8.2476249,0.011041153,0.010415413,0.20337007,0.19949338,0.63576227,0.052300289,135.0377,121.53372,0.060395679,0.049758766,1.1759187,1.1177993,5.1696544,0.26200092,780.80994,702.72772,0.49556064,0.29134248,,,0043
124, rois\0044-5.roi.h500, (red),107,2675.0,3.89973,4.2138157,14.774352,0.29495955,417.27106,104317.86,2.9745465,2.9343912,0.89857884,0.89817876,0.93198991,0.86452162,96.147949,24037.004,0.014174915,0.01403737,0.22974973,0.059162926,2.515696,0.006999633,24.583225,6145.8104,0.39744883,0.32704829,0.27546477,0.12931411,1.1431158,0.004004057,29.474733,7368.6887,0.30970359,0.29488908,0.33072144,0.22255391,1.2780079,0.000908511,35.387184,8846.8057,0.29858904,0.29127304,0.14076305,0.10768877,0.6346733,8.82e-09,15.061646,3765.4146,0.13966099,0.13704037,0.028270791,0.004952488,0.51962471,5.21e-06,3.0249746,756.24427,0.062708656,0.0413636,0.018439705,0.006789521,0.11135316,9.9e-05,1.9730484,493.26252,0.022109805,0.020301905,0.081850553,0.076271549,0.66234499,0.000543823,8.758007,2189.5041,0.068252988,0.052812977,0.060798505,0.055807166,0.14718652,0.002366187,6.5054412,1626.3614,0.028547647,0.027446424,0.017989052,0.016147276,0.047949366,1.12e-05,1.9248288,481.20753,0.013629438,0.012910299,0.008526359,0.007506079,0.0333119,5.89e-08,0.91232049,228.08029,0.006548071,0.00633634,0.011040603,0.009120999,0.040279821,2.17e-10,1.1813443,295.33638,0.00951898,0.008833874,0.042828082,0.03814283,0.14954881,1.67e-06,4.5826039,1145.6521,0.02967528,0.028946165,,,0044
129, rois\0045-4.roi.h500, (red),160,3999.99,3.6435693,3.8983107,12.851,0.14078617,582.97113,145742.49,2.8465339,2.7740203,0.91033009,0.91122282,0.94719738,0.87288141,145.65282,36413.132,0.01597572,0.016108882,0.32016541,0.10321669,1.7261488,0.004628453,51.226448,12806.591,0.41325574,0.37779818,0.28539417,0.094900601,2.2004082,0.001223538,45.663059,11415.744,0.36522098,0.33880642,0.33007717,0.26414141,1.2548646,8.37e-08,52.812359,13203.061,0.27037985,0.25369977,0.13636837,0.10750626,0.64037514,8.24e-11,21.818945,5454.724,0.13317275,0.13144989,0.022029254,0.004458266,0.1971944,1.3e-06,3.5246806,881.16844,0.038774867,0.036545977,0.01978942,0.006628542,0.097312585,2.3e-07,3.1663074,791.57524,0.022615517,0.022253862,0.073591713,0.074611522,0.20963253,0.000649798,11.774669,2943.6628,0.045054802,0.043794398,0.06094852,0.058934756,0.17772678,0.000668355,9.7517624,2437.936,0.029809893,0.02829352,0.019490478,0.016765006,0.080837287,0.000167901,3.1184762,779.6176,0.015382132,0.014427837,0.008488391,0.006627786,0.036758542,3.65e-08,1.3581425,339.53499,0.007454258,0.006834929,0.00898986,0.007551604,0.037780646,2.62e-08,1.4383776,359.59371,0.008202912,0.007928224,0.071881984,0.045460016,1.184566,3.04e-08,11.501119,2875.2737,0.13783976,0.084047406,,,0045
133, rois\0046-4.roi.h500, (red),985,24625.0,5.834936,5.5753288,20.290195,0.12556911,5747.4067,1436853.0,3.3640921,2.8539899,0.90930554,0.90924376,0.95436019,0.86186934,895.66541,223916.49,0.016070172,0.015830813,0.33267153,0.083253302,2.4420402,0.001310918,327.68137,81920.364,0.45492949,0.41322723,0.24013193,0.084438205,2.8102989,0.000318629,236.52997,59132.488,0.30505176,0.28009975,0.35531725,0.29711258,1.7672766,9.64e-07,349.98737,87496.873,0.28618242,0.27414298,0.1414468,0.10741248,0.81826586,8.11e-11,139.32526,34831.276,0.14033367,0.13280737,0.022676589,0.005293948,0.31405035,1.12e-06,22.336451,5584.1101,0.041016947,0.034486137,0.017985349,0.006173014,0.14039581,2.54e-08,17.715567,4428.8921,0.021456775,0.019879599,0.068692213,0.062166173,0.28285611,0.00030643,67.661842,16915.457,0.043771508,0.041853173,0.061117714,0.058810472,0.1741869,0.000418493,60.200954,15050.237,0.031080102,0.029871725,0.019175198,0.016224356,0.088974126,1.89e-08,18.887571,4721.8924,0.01575345,0.014944798,0.008411621,0.006286301,0.040852927,1.57e-10,8.285449,2071.3618,0.007186834,0.006908865,0.009964436,0.008109639,0.049990989,2.06e-10,9.81497,2453.7423,0.008987677,0.008517815,0.055007475,0.042080168,1.2060193,5.28e-11,54.182343,13545.591,0.076990795,0.046095425,,,0046
137, rois\0048-4.roi.h500, (red),60,1500.0,7.7196581,7.8238368,15.185112,2.2144139,463.17953,115794.94,3.2325958,2.8529177,0.9103486,0.91133004,0.94365084,0.8784219,54.620907,13655.237,0.013049042,0.013180248,0.37097589,0.11715019,2.0898957,0.000459527,22.258554,5564.6416,0.50497364,0.42097009,0.28533481,0.0870075,1.188442,0.000825753,17.120087,4280.0246,0.33745727,0.32763924,0.47365873,0.38791186,1.6531839,0.012652231,28.419525,7104.885,0.35110195,0.33275186,0.15240011,0.1258641,0.51634771,8.07e-09,9.1440058,2286.003,0.14183589,0.12412896,0.040234254,0.007009839,0.24741119,5.92e-05,2.4140551,603.51416,0.062341908,0.050659742,0.019409937,0.006688841,0.081928685,4.32e-05,1.1645962,291.14922,0.024175039,0.021264809,0.11511365,0.10517023,0.4018617,0.006026879,6.9068193,1726.7057,0.074676157,0.05933044,0.068548106,0.062358443,0.14729182,0.018762263,4.1128864,1028.2222,0.03335245,0.030850732,0.029800066,0.029244905,0.087740012,0.000229513,1.788004,447.00125,0.019247016,0.019479814,0.008596538,0.007182044,0.026720192,9.46e-09,0.51579219,128.94814,0.006462189,0.006410734,0.009239811,0.007931665,0.033744708,4.45e-09,0.55438858,138.59724,0.00772881,0.007130877,0.091270669,0.054211259,0.66384745,7.98e-09,5.4762402,1369.0608,0.12769994,0.069202049,,,0048
141, rois\0049-4.roi.h500, (red),1224,30600.0,5.3667365,5.2413106,17.641235,-1.2610197,6568.8862,1642223.4,3.0673933,2.7590823,0.92044689,0.92033195,0.98093724,0.86481804,1126.627,281657.09,0.016044373,0.01568984,0.30626044,0.075086847,3.2554023,0.002768714,374.86267,93715.809,0.43850866,0.40033518,0.23387118,0.088022456,1.7546309,0.000299593,286.25858,71564.668,0.2872385,0.26447474,0.34559866,0.28934205,1.8261393,7.09e-08,423.01248,105753.32,0.28246729,0.26424628,0.13424899,0.099423312,0.86321211,7.96e-12,164.32066,41080.24,0.13867102,0.13090889,0.01807126,0.004538212,0.25491327,1.26e-07,22.119219,5529.8122,0.035224629,0.028764813,0.020063096,0.00818501,0.1480072,7.81e-08,24.557226,6139.3147,0.023016697,0.021485663,0.087007628,0.0831393,0.29834357,0.000302191,106.49735,26624.366,0.046400042,0.044472169,0.076667552,0.074234471,0.22062811,0.000206519,93.841103,23460.299,0.035194377,0.033685701,0.035116247,0.031921118,0.11866192,9.64e-05,42.982277,10745.585,0.021593502,0.020793145,0.008259884,0.006360281,0.052845627,4.98e-09,10.110099,2527.5274,0.007200984,0.006748546,0.00987367,0.00730543,0.064901598,3.09e-11,12.085365,3021.3467,0.009434344,0.008901145,0.040660733,0.038315184,0.18522912,5.48e-09,49.768757,12442.199,0.027484123,0.0267262,,,0049
145, rois\0050-2.roi.h500, (red),101,2524.98,3.4744216,3.6862373,11.896729,0.14096498,350.9166,87728.279,2.3412205,2.2602871,0.93150147,0.9319976,0.96611571,0.89482611,94.081642,23520.18,0.01460483,0.014347353,0.41671048,0.15671343,2.1081059,0.007587687,42.087765,10521.836,0.47775679,0.46813749,0.26696373,0.08125288,1.9671736,0.004534869,26.963339,6740.7678,0.35297557,0.3313702,0.38249203,0.30359182,1.1470017,0.000804194,38.631699,9657.8285,0.29520345,0.29112112,0.14612361,0.096287578,0.90270048,1.3e-08,14.758486,3689.5849,0.15637993,0.1348366,0.024144342,0.005793069,0.27658355,5.42e-05,2.4385791,609.63863,0.048760778,0.035526796,0.019680006,0.010681772,0.1142185,1.43e-06,1.9876807,496.91526,0.02262433,0.021318066,0.11055507,0.089333557,1.6124272,0.000530431,11.166063,2791.488,0.15937444,0.081830895,0.072309641,0.067976266,0.14957079,0.015495273,7.3032746,1825.8004,0.030842951,0.029925395,0.03492995,0.031590171,0.10176805,0.001621126,3.5279253,881.97255,0.020098587,0.019390841,0.00737005,0.005671189,0.030545702,2.72e-09,0.74437493,186.09192,0.006539589,0.006308908,0.009820355,0.008705194,0.032679774,7.29e-09,0.99185598,247.96153,0.008191497,0.008051959,0.25110247,0.059068043,8.6119738,2.38e-06,25.361351,6340.2749,0.97543073,0.44352314,,,0050
147, rois\0051-5.roi.h500, (red),883,883.003,3.7651207,4.1017056,13.301039,0.26090741,3324.6006,33246.11,2.762079,2.7440609,0.94453017,0.94425958,0.99343723,0.89881498,834.02014,8340.2251,0.015421411,0.014988561,0.35437874,0.095138565,2.9434922,0.000447339,312.91629,3129.1731,0.47187402,0.43003554,0.24029317,0.083956391,2.3556674,0.001493431,212.17883,2121.7947,0.29939793,0.2746969,0.33078371,0.27744049,1.688127,1.83e-06,292.082,2920.8284,0.26489033,0.24974322,0.13483214,0.095590152,0.88992375,2.1e-12,119.05681,1190.5712,0.14118672,0.13239805,0.019940915,0.00483184,0.28209892,1.92e-06,17.607819,176.07878,0.037191409,0.030731817,0.018090931,0.005794767,0.15594895,3.51e-08,15.974292,159.74338,0.021825948,0.020362751,0.064103859,0.059376419,0.2339161,7.83e-05,56.603695,566.03868,0.03838715,0.03663597,0.057924687,0.055251371,0.18721241,0.000130943,51.147476,511.47644,0.029436568,0.028406696,0.017353159,0.01504383,0.09671481,3.08e-05,15.322834,153.22883,0.014133583,0.013166984,0.008320206,0.006303883,0.035607554,1.01e-10,7.3467445,73.467631,0.007063697,0.006809851,0.009736476,0.007978037,0.049285062,3.02e-11,8.5973101,85.973327,0.008651801,0.008149531,0.049313941,0.039892018,3.5424442,1.14e-10,43.544212,435.44333,0.12709987,0.037571231,,,0051
152, rois\0052-3.roi.h500, (red),227,227.0,3.6418362,4.0723267,11.211496,0.13929009,826.69653,8266.9726,2.9369733,2.9745704,0.96126624,0.96076638,1.0027701,0.91525424,218.20744,2182.0755,0.01534636,0.015363402,0.35945284,0.087315567,2.5426378,0.001763526,81.595772,815.95838,0.49364353,0.45593472,0.25298023,0.10040013,1.5972059,0.000409861,57.426521,574.26543,0.31548825,0.29572373,0.37442156,0.30063003,1.9470578,1.84e-05,84.993713,849.9374,0.30884027,0.29259536,0.14735448,0.11624262,0.68782705,1.67e-09,33.449448,334.49484,0.13949433,0.13028965,0.029272824,0.005903517,0.21514289,2.06e-06,6.6449299,66.449346,0.046597274,0.042013543,0.017859351,0.005268947,0.12553807,7.7e-05,4.0540724,40.540749,0.022357111,0.02102873,0.081655501,0.077572957,0.22022516,0.000536447,18.535801,185.35809,0.046513521,0.04155022,0.05780098,0.056243524,0.12422343,0.002456924,13.120822,131.2083,0.025373775,0.024618356,0.017213335,0.015787069,0.070214376,4.12e-05,3.9074273,39.074291,0.013982238,0.013018333,0.008289167,0.006178076,0.033968478,2.4e-08,1.8816407,18.816418,0.007124962,0.006742992,0.008672553,0.006566415,0.034175862,6.21e-10,1.9686695,19.686705,0.008076282,0.007595836,0.095494195,0.074604005,0.37177831,0.000480073,21.677185,216.77194,0.070718433,0.047783496,,,0052
155, rois\0053-4.roi.h500, (red),1319,1319.0,4.4933382,4.7092733,20.370531,-1.2263656,5926.7119,59267.175,2.9008791,2.7810751,0.96001645,0.9602955,1.0009009,0.91150445,1266.2627,12662.626,0.013872918,0.013298362,0.34701477,0.082708046,3.0196536,0.000661733,457.71246,4577.1283,0.47182107,0.43390796,0.28145425,0.10028667,6.7264452,2.18e-05,371.23785,3712.3844,0.41526646,0.3330702,0.34612052,0.27841234,1.5336815,2.01e-07,456.53308,4565.333,0.2958076,0.28318518,0.15610309,0.11654454,0.92652601,1.69e-10,205.9001,2059.0013,0.15732125,0.14741616,0.044461226,0.007266356,0.46895313,3.67e-07,58.644318,586.444,0.068610005,0.057566922,0.018107089,0.005367538,0.14448707,1.66e-07,23.883255,238.83268,0.021970406,0.020365282,0.063274315,0.057849746,0.222285,2.97e-05,83.458839,834.58884,0.040186932,0.038537779,0.056545661,0.052802887,0.15744321,0.000119432,74.583771,745.83782,0.030005595,0.028963313,0.020115251,0.016518237,0.30130979,1.29e-07,26.531998,265.32035,0.020697147,0.016343459,0.00825841,0.006139364,0.044613719,2.28e-12,10.892843,108.9285,0.007246893,0.006896237,0.009810282,0.00792205,0.061523817,1.31e-11,12.939762,129.39771,0.008793292,0.008383286,0.09995763,0.05187083,13.195724,4.74e-10,131.84419,1318.4421,0.53227864,0.12542673,,,0053
159, rois\0054-3.roi.h500, (red),1057,26425.0,3.4859508,4.0904226,15.997707,-1.9170284,3684.6531,921162.5,2.8497285,2.839333,0.96102114,0.96112114,1.0116696,0.92160612,1015.7995,253949.84,0.013986029,0.013617773,0.32920301,0.077409819,2.9883289,0.001044519,347.96744,86991.895,0.45972901,0.42239796,0.24142536,0.076230042,1.982926,0.001013971,255.18689,63796.652,0.3173737,0.2939763,0.34502371,0.27809906,1.9694475,5.38e-06,364.69009,91172.516,0.2926275,0.27690086,0.13980987,0.10868033,0.91319835,7.38e-10,147.77899,36944.759,0.14118264,0.13180499,0.018098458,0.00438421,0.23197107,2.3e-07,19.130058,4782.5177,0.035434337,0.028767894,0.017296395,0.004899017,0.15484683,3.16e-07,18.282301,4570.5724,0.021963759,0.020494979,0.061395615,0.058345407,0.21525756,0.000125497,64.89518,16223.791,0.039861768,0.038727771,0.054932186,0.05330104,0.16274144,0.000175797,58.063339,14515.83,0.02939388,0.028111452,0.016289771,0.014546277,0.074816808,2.65e-08,17.218283,4304.5721,0.013894208,0.013225155,0.008597339,0.006449433,0.065726273,6.77e-11,9.087388,2271.8469,0.007775287,0.007195236,0.009841147,0.007513419,0.048060153,4.09e-11,10.402084,2600.5231,0.009062528,0.00859461,0.042883311,0.039342981,0.23177575,3.95e-11,45.327637,11331.915,0.029578345,0.027889986,,,0054
